,0
2152,"I was in Tokyo, Japan last year and for the most part bicycles aren't allowed on the street but on sidewalks-and they don't have a large number of pedestrian/bicycle accidents either for a city of > million---I'm fed up with most of the cyclists on the road today--most don't observe the rules of the road--go through red lights/stop signs (they call them ""controlled stops"" no less) ride in the opposite direction on one way streets etc etc etc-they don't have to pay for licenses either (which they should-why should I pay for ""bicycle lanes"" I don't use)Gee staats , maybe these bullys like mike brown and martin might try being civil and not attacking people"
2153,white privilege theory seems to explain some phenomenon until you think about the highly successful Chinese and Indian populations who proliferate in IT
2154,"


And as for whether Obama is ""black"" or not (according to you and other hairsplitters and concern trolls that seem tenaciously hung up on his white mother for some reason) hardly matters to the racists who are often going by the ""one drop"" rule and are still incredibly butthurt and #triggered over the fact that he served as POTUS for two terms"
2155,I'm sorry I live in an age where political partisans don't understand the potential for black mail when a foreign government has financed our president for years
2156,"truth is, I HAVE encountered and brown bear and with some strong persuasive language the bear dismissed me"
2157,"Dude, you've been consuming so much black tar hate through your eyes and ears, that you're on this crazy trip that makes you feel a sense of justice when people are treated like animals for not subscribing to the same ideals that you put into your brain"
2158,"""Why is the Seattle Weekly trying to libel Trump supporters""

Especially since the two arrests for threats to Jewish centers were a black BLM leader in St Louis and a Jewish kid in Israel"
2159,The evidence is clear that red-headed Wasilla lawmakers are genetically predisposed to avoid doing their jobs in order to get free flights to Juneau
2160,"Why should you be permitted unlimited vituperation and nasty, vile comments about any and all white racists and then ask for forbearance about black racists such as Charles?

Your double standard is showing"
2161,"To surround homes with ugly green carpet while the homeowners spend their free time in a natural landscape fishing, hiking, and camping?"
2162,"""

It's only okay if the left allows the black panthers to do that"
2163,They should wrap him in a white sheet and slide him off into the ocean like they did with Bin Laden
2164,she knows who is returning and who red shirted
2165,"
A bunch of white folk arguing about how black folk don't have it bad!
"
2166,"'cause, ya know, white folk know all about being black"
2167,"Is it purple or sheeple?Hey I like a lot of black people including Denzel Washington, James Earl Jones, Herman Cain and Ben Carson"
2168,"I know how those nasty partisan rags read, they take a grain of truth and manufacture a giant BS mountain of red meat out of it"
2169,"

Notice he didn't mention Sully's multi-million-dollar botched SAP software project black hole"
2170,"The bill was labelled as a green initiative, but it was limited to offering specific benefits to Ellis’ organization"
2171,I feel your pain but you were given the gears by these idiots because they suspect that white males may be expressing their free speech rights about employment equity programs and many other issues that single them out for discrimination
2172,"

""JUNEAU – Tuesday evening, just hours before pink slips were scheduled to go out to thousands of state workers, Alaska lawmakers passed a budget"
2173,"I'm sure Agent Orange would have lost the Electoral College as well as the popular vote, except that a surprising number of white women voted for him"
2174,make separate bike trails on all urban roads with orange colored cones separating the car and bike lanes
2175,Is the sky green there?
2176,tRumpity Dumpity turned his bigot/racists rants against women and anyone with brown skin into a bed of hot politically incorrect comments
2177,"So does this end all the nonsense with the purple sour grapes neck-ties for Hilliary Progressives have been wear,ing once and for all?"
2178,"Even while you remain an apologist for the McWynnety regime's green energy train wreck despite the overwhelming evidence of its epic failure, you still have the temerity to accuse others of ignoring peer-reviewed facts?"
2179,"A glorious statue of General Lee will hardly remind stupid white MAGAphants, about the evils of slavery"
2180,Who knew trying to make excuses for Nazis and white supremacists would be so hard
2181,And white people were scalped by Mi'kmaqs
2182,"

Besides his White House news media, quasi black out, he should stop feeding the news media, information that will be used against him"
2183,these white men are ruining this country!
2184,"trump won because % of us dont give a shit anymore, leaving the % of primarily white racist, bigoted, undereducated and totally uninformed people voting for him"
2185,This article white-washes the fact that Crossfit universally demands one to push past the limit
2186," Does the developing world really need more parachuted white saviors to tell them what they ought believe?

More charitably, I would agree with the advice to figure out how to actually do something"
2187,"So is a fact that your signature is going to be included when someone purchases voter registration data, or is that a red herring?

Thousands of people already vote by mail when they vote absentee"
2188,Artists need to move to small town Ontario with quaint main streets and red brick detached houses with wrap-around porches you can get for $k
2189,like a $ orange juice
2190,"Does the MSM really think by keeping the fake Russia news memes alive that voters will forget the Left were caught red-handed rigging the debates(Donna Brasile) and cheating Bernie (""Debbie"" Wasserman Schultz)out of a fair chance at election ?Vladimir Putin approves of Republican voter's choice for his adversary for the next four years!

Vlad's dreaming of a Red Christmas
Just like the one's he used to know
Where walls were built
And children wondered
Where did Mommy and Daddy go?

Donald's dreaming of an Orange Christmas
With every Christmas Tweet he writes
January th can't come soon enough
So next Christmas can be white!

And the Rockettes legs bare, kicking up in the air
Gave proof through the night that Donald was there:
Oh, say!"
2191,Gotta laugh at anyone who steps forward to try take away attention from the fact that Trudeau is the biggest brown-noser of the Chinese government of any Canadian Prime Minister in history
2192,"How, G&M, could this be considered civil, especially compared to your knee-jerk red X to the likes of any innocuous mention of Omar Khadr and Justin"
2193,"Mafia from India, China, Libya etc is buying Toronto real estate and layering the black money, 
doing second hand buying through locals and making Canadian banks for fat with the group like ISIS money"
2194,"

You, like the hypocrites in the MSM, are absolutely ok with black racism directed against whites"
2195,"Clintons insult to the entire blue collar working class by calling them ""deplorable"" was without a doubt, the TSN turning point for this election and speaks to Bourdains pitch perfect logic"
2196,"""The United States was built on the back of the notion that the white male was the most worthy;"
2197,"The black male is the most worthy (depending on clan and ethnicity)
Saudi?"
2198,This is what God does when white women give birth to halfricans
2199,"

If you want a great example of tyranny of the majority you can look at how the US denied black people the right to vote for many many years"
2200,"""it will hurt nature!!"", as the caribou walk comfortably by the pipeline, and the Spotted Owl just finds another tree, geez??
 
But what really 'GRINDS MY GEARS', is when the legislature is shown by IGT, the largest lotto machine maker in the world, you know---Power Ball, and other games, the nationwide legit lotto's ---that it would generate FIVE HUNDRED AND FORTY MILLION DOLLARS OF REVENUE FOR THE STATE IN IT'S FIRST YEAR, without one red cent invested by the state"
2201,"""
What if we substitute Muslims with Neo-nazis, Klansmen, or white supremacists?"
2202,Over white guilt?
2203,com/truth-o-meter/statements//mar//bernie-s/sanders-overshoots-nafta-job-losses/Mighty white of them
2204,"Pelosi, Michelle Obama and Bush are not wearing white hats so they can't be the good guys"
2205,"
---------
leftist anti west syndrome
fake news?
alternative facts?
white guilt?Thanks Dalton for your green energy misdeeds"
2206,"
Changed her mind after the fact or had a black out and doesn't remember"
2207,"""If the players are protesting the mindless slaughter of young black men by “feared for my life” US LEO, how is that wrong?"
2208," of 
Then surge of human tide
The fruit of the raindrops had arrived
Refusing to be harried against the strongest tide
Her dress no more than canvass sack
Swollen belly but not with fat, naked leg, arm and back
Leather black skin and protruding bone
The Queen of Africa stood alone

This little ship with a sack for a sail
Sailing, sailing, beyond the pail
To save a ship with a smaller sail
With a heart full of dew drops
Under you’re dirty torn sail
Refusing the fruit of the rain drops
As onward you sail

With Mother love and Father care
As sisters love and brothers share

Now turns the little ship
Carrying one extra small sail
As she’s blown along with love in her sail

kevin your brother
In Christ""I'm scared of black people so get rid of them"
2209,"

Since millions of white people from Europe, America or British Dominion countries died opposing them or being bombed, tortured and murdered by them"
2210,"

Nazis don't like most of humanity and white people are at the top of their list"
2211,Notice this shooter was white but most of these protests involve the sensless killings of young blacks by cops?
2212,How is having a police state respecting the flag?Is it true that many white people don't understand that being white brings privilege (generally speaking)?
2213,"The author suggests so, but where does she think white guilt comes from?

Presumably it comes from understanding that being white brings privilege"
2214,"

However, if pink bicycles are the worst thing that ever happened to you, you are either very young or very lucky"
2215,"My adopted brother had an Aboriginal mother and white father, does he belong or only half belong, maybe he is a half-settler?Trump messed with the wrong guy"
2216,Finally a white President
2217,"

With you knowledge you surely accept black Americans had vastly unequal treatment through most of American history and in particular the slave states and the suppression by law with Jin Crow laws"
2218,"When schools close, the properties get sold off - but those properties - land and buildings, are a key part of the local community and it means a loss of green space"
2219,Cheaper orange juice perhaps?
2220,That is true but this green initiative is going to make affordable housing projects even less likely to be built
2221,"
You white folks should follow a Native through ANMC sometime, just for a small dental workup for example"
2222,What happens now with his green card immigration status?It's time the Feds sue big pharma
2223,"
So of course what happens when you get people hooked on purified herion then cut them off, the people are going to resort to the black market"
2224,crazy white men with guns
2225,"They don't put the inmates in tents or make them wear pink underwear, do they?"
2226,"And of course no red flags when an ex-Russian agent, who is now a naturalized citizen that happens to be a lobbyist in of all places Washington DC"
2227,Fuck Tancredo and all the white zombies he communes with
2228,"Fomenting black anger at countless real events, inciting inflamed relations during very real tragedies, being re-tweeted by countless angry influential celebrities"
2229,How do you know it is a white man that did it?
2230,Awwww poor white Americans are soo angry and bitter they have to resort to spewing hate via Comment sections and social media
2231," Gorsuch to the Supreme Court
- Trump signed an Executive Order instructing Federal agencies to ""minimize the burden"" of Obamacare
- Trump signed an Executive Order to improve security by enabling the construction of a wall on the southern border
- Trump signed an Executive Order to protect Americans by limiting admission of refugees from several - terrorist hotspots
- Trump signed an Executive Order to make sure Federal immigration laws are enforced and that Americans' tax dollars do not go to sanctuary cities
- Under Trump's leadership, the Department of the Treasury sanctioned  entities and individuals -
involved in Iran's ballistic missile program
- Trump has required that for every new Federal regulation, two existing regulations by eliminated
- Trump directed the Commerce Department to streamline Federal permitting processes for domestic manufacturing

He kept a serial killer and sexual predator out of the white houseHillary and all the democratic operatives said over and over again during the election, they had built the blue wall and it could not be breached"
2232,"Yes, it's high time that Catholic bishops condemn the white racist mob that looted and destroyed Ferguson"
2233,"OK, well, there has to be a town somewhere where a white mob of Alt righters destroyed a Black community"
2234,Washington built this country with the help of millions of black slaves
2235,How about the orange maple leaf?That's a nice sized red herring
2236,Sorry racist white guy different black guy turn off Fox news and try and see some real news
2237,Every woman and girl who put on that pink hat knew what it meant and will be forever sobered by it
2238,"I'm all for unbiased journalism and citing sources, but why link to a white supremacist blog?"
2239,"

With targeted advertising the way that it is, now we're more likely to see garbage ads that target the same people who go looking at white supremacist garbage"
2240,Should white people sing the blues?
2241,"

The other problem is that slick white imitations might deter people from seeking out the originals, so they get lost and forgotten"
2242,"I have read the Gospels and I know that the devil loves the vague, gray areas"
2243,"Yeah, but two guys in white sheets on a pro-Trump march means the whole thing is white supremacist"
2244,"Did you see any black or brown faces in the audiences, other than the man who was brutally sucker-punched?Did they get a permit to terrorize a black church the night before to the point where the members were afraid to leave?"
2245,"A mob had formed of white supremacist carrying torches yelling ""blood and soil"" and white rules or something of that sort"
2246,"
Also, poor white people exist, in case case people don't know that"
2247,"""Trump denounced specific white nationalist groups in a televised statement on Monday""

Citation?"
2248,"Oh let me guess, black people right?EOL day ago
If the debate is over then only white people sbould write about white people, only white people should compose and play classical music"
2249,"Free healthcare under a totalitarianism government - no smoking, no drinking, no red meat, wear an ankle monitor to prove your exercising, no trans fats, no home grown food, no fast food, no salt, no sugary drinks"
2250,"Anyway, from the backside, it is totally impossible to know if that woman is a local or white person or whatever"
2251,I love Jessica brown!!!Not at all
2252,He was black - not successful
2253," Or did you mean to say successful at being black?

Why do you always have to make it about race ?"
2254,"
*
I think it is a categorical overgeneralization to call them white racists since much of their stuff seems to be directed at other whites"
2255,not white evangelicals who are definitely not the majority!Oh so white people don't get shot by police?
2256,"

Try as you might to pin the label of white supremacy to this admin"
2257,"If they were white Christian males, they would of been arrested on the spot"
2258,These women give Alaska women a black eye
2259,"org/wiki/Paula_JonesWhy because they are black?Just as with Trump's post-Charlottesville speeches (the st and the rd) he was sending a plain message to his white supremacist base - ""I stand with you"
2260,"

Of course, there are good black folks in Rexdale"
2261,it's a black and white world to them
2262,"if only he's been a skin-head, neo-nazi, white raysiss"
2263,"

Looking at the exit polls makes clear that Trump won because of a panicked turnout in the ""firewall states"" of white evangelicals (who are a minority) versus tepid turnout among those who saw Trump as unfit (a majority)"
2264,Read about the Northern Foundation to find out how white nationalism infected the Conservative Party and who the members list consists of
2265,"I have noticed for years a decline in slugs, snails, yellow jackets, and frogs"
2266,"What about the domestic, angry white guy terrorists we have here at home that everyone has ignored and tRump thinks are ""fine people?"" ""When you are a young woman like that, you would do anything the President of the USA wanted"
2267,"""
Worse are the people and organizations (Smart Colorado) who want to return to the failed prohibition and black market"
2268,"

Your zero sum, black-white thinking inevitably leads you to ""For every complex problem there is an answer that is clear, simple, and wrong"
2269,"



Two, three count with nobody on
He hit a high fly into the stand
Rounding third he was headed for home
It was a brown eyed handsome man
That won the game;"
2270,it was a brown eyed handsome man
2271,"""

The occasion was the memorial held for five slain policemen-- killed during a Black Lives Matter protest Thursday night by a black sniper who told police he targeted white officers"
2272,"

My issue is that like Ronald Reagan who made us more comfortable with our prejudices, Trump's victory gives full throated endorsement to the darkest corners of white culture and ideology:"
2273,Trump has chosen a white supremacist as attorney general - the very person who supposedly defends our constitutional rights!
2274,"
I m glad you raise the point on poverty here because I have been saying this online and elsewhere until I m blue in the face-we need higher wages, lower rents and mortgages"
2275,Does being white disqualify them for some reason?
2276,"

Many, (and certainly in the South), are I gather Republican (in a pink pistol in the purse, sorta way)"
2277,The redneck white man's solution:
2278,How could any blue collar worker honestly pick Trump over Hillary?
2279,Hillary has worked all her life for the good of women and children (many of whom are in one parent blue collar situations)
2280,It is possible to hire both the best qualified people and fill a quota because many of the white cis men previously hired WERE NEVER THE BEST just the most acceptable
2281,I read about an owner of a yarn shop who wouldn't sell pink yarn for kitty hats
2282,"Probably,  a lot of brown envelopes of appreciation changed hands and with the poster boy of what is wrong with our ruling political class, Donavan
Dela Cruz riding herd, it is a done deal and all of us in this Republica Bananera are screwed"
2283,guy in red shirt was pissed about being in the middle seat next to heavy set guys on each side of him
2284,"Only if you ""mainline"" the the green Koolaid"
2285,"Oh brave anonymous warrior, is that black helicopter hovering over your parents house forcing you to vote Trump?

Snicker"
2286,There is no white supremacist in the White House
2287,"

“I would hope that a wise Latina woman with the richness of her experiences would more often than not reach a better conclusion than a white male who hasn’t lived that life,” said Judge Sotomayor"
2288,With Communist China's little red book wavers and Xi Jinping's puppets
2289,"Set up the registry, jail the flag-burners and measure Hillary for her orange jumpsuit"
2290,Time to get Grandpa's black powder guns out and get them cleaned up!
2291,BO drew a red line in the sand
2292,So native Hawaiians are doing as bad or better than black Americans
2293,The biggest black market problem we have are legal-appearing growers exporting their product to other states that are still uptight
2294,Another brown-shirt sycophant blindly loyal to Der Fuehrer Trump in his Republican ideological traitorous acts to destroy the U
2295,"in City of Montreal it is still illegal to turn right on a red at any time, while off the island"
2296,Had a white entertainer stood over the body of a black man with an Obama toe-tag the outrage would be epic and prolonged
2297,"More than one political pundit predicted that the hotter the Russia investigation got, the more red meat Trump would start throwing to his base"
2298,The green eyed monster doesn't care what the sea food chain is all about
2299,"And, I believe Trumps condemnation also includes the blacks, the liberal students, and many conservatives who don't appreciate the angry white people outfitted in riot gear and weapons, promoting their hate for groups of people based on their color or religion"
2300,"

It has now become an overwhelmingly expensive white elephant where everyone thinks it's free"
2301,"""In British Columbia, you can also turn left on a red from a two-way street onto a one-way street"
2302,"If you are in Texas, Arizona, New Mexico, California and you are looking for illegals what you gonna do stop little old white ladies?"
2303,The brown Corn Pop is actually an Ill Eagle without a green card and he is Cuckoo for Cocoa Puffs and one White Chocolate Puff to rule them all
2304,Stick to the subject at hand and avoid red herrings during serious discussion
2305,"when most black leaders of the day told him it was a bad idea and they wouldn't support it, he dropped it"
2306,"""In my middle-class, largely white parish, on the periphery of the Washington, D"
2307,"
On Saturday, Trump did not name white supremacy as evil"
2308,"And how are they white capitalists if they are run by ANC cadres, most of whom are black and incompetent?This orange buffoon has given Kim Jong Un everything he wanted:"
2309,"Also the only President to call white supremacists ""far left"""
2310,"
""As the official start of the “Unite the Right” rally kicked off in Charlottesville, Virginia, former Ku Klux Klan leader David Duke said the gathering of white supremacists, neo-Nazis and far-right individuals pointed to a future fulfillment of President Donald Trump’s “promises"
2311,"Donald Trump supporters, usually the sheets are white with pointy tops"
2312,"

Trump is too privileged, royal to stay in the musty white house"
2313,"I think the big difference between me and Bruce Springsteen is that while we both have ties to blue-color America, I don't trumpet my affiliations as a way of increasing my credibility"
2314,""" Anybody who's been around lots of blue-collar folks knows there's nothing especially righteous about it"
2315,"

all this economic activity generated by an industry that is a national afterthought - in a small province of little importance



just watch the economy roar when all those Eastern green projects like solar panels and windmills start to come into play"
2316,I am a white male
2317,Being white?
2318,"

While at the University of Oregon, Byrd was the only black resident of Eugene"
2319,"""Preserving southern history"" is just white supremacist coded language"
2320,"

There is no chance - ZERO CHANCE - this paper would have accused the black folks of being a bunch of anti-white racists"
2321,Sounds like she should of hired an old white guy as her lawyer
2322,"Were she white and directing her vitriole at blacks, she would be fired on the spot"
2323,"Hooky Bobbin, black ice, snow angels, wet boots, wind chill, soft ice, and like you said snow caves, plus thousands more ways to get hurt in the winter"
2324,"

Look at seeing Georgia and Arizona blue for the first time in ages"
2325,"Madame President""Normally under the EB- program, investors must spend $ million to be eligible for their green card"
2326,"""

Save a cool half-million and a green card to boot"
2327,Sessions had called a black lawyer “boy” and warned him to “be careful how you talk to white folks
2328,"”, and ﻿called white civil-rights lawyer Jim Blacksher “a disgrace to his race"
2329,avoid mutual funds and purchase high quality blue chips that pay a sensible dividend
2330,"Who woulda thunk it?You have confused ""denouncing"" with ""emulating"" and Donald hasn't spent more than five minutes at a time doing anything, much less being the white MLK"
2331,"bring up red flags!!The current alt-right is a reaction against the glee with which the alt-left has greeted the notion that whites, and white males in particular, are the scum of the earth, and are being replaced by supposedly inherently morally superior ""brown peoples"""
2332,"These are not you're typical advisers and they bring with them a different level of white resentment not seen beforePM Trudeau will soon feel the ire and wrath of the provincial governments who are waking up to his dreadful attack on small business and our most innovative, capable and entrepreneurial citizens"
2333,Pot can't call the kettle black?I don't understand how you could buy into the idea of white supremacists being screened out
2334,You speak like colonizing white man
2335,"

The politicians told us that we would become a green jobs powerhouse, exporting to the rest of the world!

Well, if you believed that, then you are an idiot"
2336,"

No one else is more deserving of being erased from history because of white guilt"
2337,And over the last eight years the previous administration promoted the exact same agenda within the black community
2338,"

I'd say this was thinly-veiled, dog-whistle, white supremacist, racial cleansing talk, but actually Rhyner didn't attempt to veil it at all, even with a thin one"
2339,He presided over Alabama's criminal justice system when criminal behavior by black people was a notorious priority
2340,’ In black & white with interviews of soldiers in their late-s and early-s describing the horrors
2341,Explain the purpose of residential schools and explain to me how you would react if government agents showed up out of the blue at your house and took your kids away for no reason other than they didn't like you teaching them a language or being with them anymore
2342,"In addition to sexually assaulting women, Trump is a white supremacist"
2343,"

On the other hand, when black cop shoots white person, I wouldn't rule out racism"
2344,Funny white middle 'Mericans USE MORE WELFARE than any other group!
2345,"If Alaska did not have oil and gas workers risking their lives to pay for % of the state's operations nobody would have much to be Thankful for this year so maybe this year you could be more thankful for Alaska's oil and gas men and women that work hard to make Alaska better and more productive!

Legislators please get rid of the ""C-Plan"", outrageous bonds and red tape that the lobbyist sold you on to price Alaskans out of the oil and gas wealth and give state's oil wealth to three major oil companies outside Alaska and left Alaskans in the cold broke!

Please fix the corruption and let Alaskans and smaller competitors drill for oil and profit for a change!"
2346,"Apparently many Dutch people have conveniently forgotten about the dangers of white nationalism, something that our young Canadian soldiers fought and died to free them from in WW"
2347,"It hate to be so cynical, but could the drop in enforcement be related to the fact it is politically connected multinational corporations making and selling the drugs, and that white people a significant percentage of the abusers, be a factor?"
2348,"Umm the biker thugs who INTENTIONALLY ride through communities with their loud pipes disturbing and endangering people

And talk about zealotry lol Pot calling the kettle black?"
2349,It is time for the working tax payers to drive a wooden stake through the black heart of this sad sick religion
2350,"

And it's all documented here in black and white for everyone to to see"
2351,Clinton was part of the insanity of free trade open borders and putting black people in jail!
2352,"""Academic extremism comes to Canada""


Well, that may be so, and/or it is just an opinion of a Globe and Mail ""freelancer"" 

On the other hand/in the real world, far right extremism has been on a steady rise and has come to the cesspool surface in the United States and ""parts "" of Canada, bolstered/empowered by the Trump Presidential campaign and subsequent win

The amount and frequency of far right white-supremacy, anti-Semitic, homophobic, Muslim hating violent bullying has increased ten-fold in the past year, yet, it has been swept under the carpet by the right-wing across Canada and the United States, a right-wing that refuses to take responsibility for this lunatic fringe"
2353,Awfully coincidental that a loner white man openly expressed hatred for Hispanics & then the only people he shoots end up being Hispanic
2354,a decidedly blue state
2355,the measurement argument is just a red herring
2356,I like to think those angels in blue still wear their uniforms in heaven
2357,"I detest the black-clad anarchists, antifa nitwits and vandals in Guy Fawkes masks even more than the Trump booboisoie"
2358,"is it only well off, lawyered up, white people who get away with this crime?""

In Alaska, absolutely"
2359,"How come the "" magic white man's shield of privilege' did not protect James Damore?
-
https://www"
2360,"com/watch?v=TNvEfqHGrostupid no, 
very fast with mistakes like the green card issue yes"
2361,Smoke doesn't have to be black to be deadly
2362,Another person selling their soul to be near the orange guy
2363,"""I know you think you can speak for everyone because you are a old, white man, but really, you don't know what anyone else thinks or wants"
2364,"
Bravo to those who stood up to the white supremacists who attacked Charlottesville, Virginia"
2365,"I deplore any form of supremacist view, and believe the white supremacists and neo-nazis were in Charlottesville to draw attention to their cause and recruit more followers"
2366,"yeah great knowledge of dirty brown coalOh come on, you are intentionally leaving out half the message, that Trump says ""there are many ""fine people"""" among the KKK, NAZI, Vanguard America, and white nationalist marchers"
2367,"I hope the open flaunting of Nazi and white supremacist hate will get the press off of the ""people voted for Trump because of economic anxiety"
2368,"

The fact is, as soon as a priest or bishop gave one couple the green light to live out of wedlock and still receive sacraments as if in the state of grace, he must give the same to all others who seek such approval for any reason"
2369,"

Same with white haired guy behind"
2370,"
Well, if you are trying to target groups of Nazis, White Nationalists or just super angry white guys who want to dress in matching polos and khakis while carrying tiki torches, you may want to select these categories"
2371,"

As for the shark bites:

""Oh, the shark, babe, has such teeth, dear
And it shows them pearly white
Just a jackknife has old Macheath, babe
And he keeps it, ah, out of sight
Ya know when that shark bites with his teeth, babe
Scarlet billows start to spread
Fancy gloves, oh, wears old Macheath, babe
So there's never, never a trace of red""The countdowns aren't intended for drivers, and they can't be ""precise"""
2372,The whole deep ecology mind set is a pointless black hole
2373,"That's a red herring argument, truly"
2374,"
Up, up the long, delirious, burning blue
I've topped the wind-swept heights with easy grace
Where never lark or even eagle flew --
And, while with silent lifting mind I've trod
The high untrespassed sanctity of space,
Put out my hand, and touched the face of God"
2375,If they fly a red eye to the west coast it will be a great;
2376,This government gave you your white privilege
2377,Sorry but that sounds like a red herring talking point of republicans
2378,"The game farmers, after rescuing many banner species like the rhino, the sable antelope, the roan antelope and the black wildebeest and in the process created the ""greatest conservation miracle in history,"" are doing the same for the lion by breeding them"
2379,"The mother of the woman killed in Charlottesville, Virginia, last weekend said she is not interested in hearing from the President because she believes he equated her daughter to white supremacists"
2380,"
Trump blamed ""both sides"" for the violence in the Virginia city at a news conference earlier this week, drawing an equivalency between white supremacists and neo-Nazis with those protesting them"
2381,"

If you doubt that our motorists are pretty much all scofflaws, honestly tell me you don't pause before entering intersections when your light turns green so that you won't get struck by a red light runner"
2382,"Instead of celebrating the death of a black man, we now celebrate the death of ""whiteys"""
2383,"Have you disowned Nelson Mandela yet because he would not let black South Africans get revenge on ""whitey""?"
2384,"So if Trump shot someone for no reason you don't think a Judge could sentence him to prison?
If Trump said that anyone with black hair was to be executed,  a Judge couldn't overrule him?
The law is the law regardless of the position one holds, a very basic tenant of the USA"
2385,I saw those brown shoes
2386,"I wonder if his mug shot will have one or two black eyes?While I understand it and have in the past supported it, I'm not so keen on it now for the very reason you suggest"
2387,"A green light does not mean you can make your turn you have to be doubly / doubly sure that there are no bikes, skateboarders, shopping carts, etc"
2388,Because the red-scare bogeyman isn't scary anymore
2389,noting that black women are more likely to be victims of domestic violence
2390,"

According to FBI stats, % of murders in America are black-on-black, with blacks % of the population"
2391,Elon Musk and Telsa would of course be upset as they are beneficiary of green energy government subsidies which may go away
2392,Once again we see the wonderful and positive effects black people bring to our nation
2393,"HMM?

What is most notable is the perfectly reasonable suspicion that what a white military organization would not do to white people, they would have no trouble doing to Indians, still much-reviled in North Dakota, Larry"
2394,Boots said “She should have won that election but poor little white boys who couldn't keep up voted against their own self interests
2395,Storm Alliance are white supremacists
2396,and is simply arguing that violence against white supremacists at these rallies will not achieve anything productive
2397,"”

This sounds a lot more like the vicious Black Thugs Matter war on white cops that Obama unleashed - - using “the Ferguson effect” like a club - - beginning with his first few months in office when he condemned the entire Cambridge PD as “stupid” long before he had ANY facts about the Skip Gates incident"
2398,"Alt Right are white supremacists, they say so themselves"
2399,"

In , I was still a fairly new reporter at The New York Times when I got the green light to look into oft-repeated allegations of sexual misconduct by Weinstein"
2400,"I got black bears, not brown"
2401,"How do you know that there were no good people protesting against the removal of General Lee's statue?
Ordinary white people of all religions and none voted for Donald Trump not because they were racists, neo-nazis or Klan members but because they saw in him someone who would protect them from the liberal elites who are hell bent on making them feel guilty for being white, ashamed of their race through politically correct legislation and provocations such as the removal of Confederate memorials and symbols"
2402,"(China in the Pacific, diplomatic snubs, Syria)

How should the president respond when a red carpet is not rolled out?"
2403,"

So for the situations listed in the article what would your ideal president do?Wait I know let's make those stupid little reflectors that go down the middle of the road only lets fill them with something that changes colors when there is black ice on the road and we can sell them to the Department of Transportation"
2404,The Troll in Chief should just try doing the job instead of just throwing out red meat to the minority of the country that voted for him and still supports him
2405,Says the guy with one standard for black athletes and another standard for every other wage earner in America
2406,Nor should black athletes be exploited by universities for entertainment and profit
2407,"

But, let's be honest - the uneducated, white male vote is significantly about the loss of white privilege along with changes in economic status"
2408,Another white collar crime that rewards a select few
2409,by organization mostly run by white people (aka:
2410,"

The question in this article is that a majority of white Americans did not opposed segregation, anti-miscegenation laws"
2411,What is that behind the blue mask in the headline photo???
2412,"We could have pretty much shut down the black market through reasonably priced legal weed, but politicians got greedy"
2413,"
$k/$Ki smell rats with red hair spinning it"
2414,"If I start a firearms training class and advertise that it will be for white men only, the press won't care?"
2415,"But, it's so much more complicated than cheating contractors, brown-nosing the Clintons, or lying about any-and-everything"
2416,Labour MP Jo Cox by a Neo-Nazi far-right white supremacist
2417,All the Harpo black ops cons that troll this board are pissed right now
2418,"President Trump won't divest from his business interests or set up a blind trust, won't reveal his taxes, appoints lobbyists as regulators, appoints his family to positions in the white house, lied under oath in civil lawsuits, ad nauseum"
2419,"President Trump once again beats the Leftist media narrative that he is somehow in favor of white supremacy, and says that the hatred from all sides- the KKK, BLM, Antifa- needs to stop"
2420,"Hate-f**king your classmates=okay

Dissing white folks=not okay"
2421,"Yeah, how dare Kaepernick oppose ""the pervasive evil of white cops killing black men""?"
2422,He should be proud to be in a country where white cops kill unarmed black men (like him)
2423,"""

Um, what?

As I look at photos in the Virginia town of the violent terrorists and their Nazi-like military gear, I do not see any Japanese or Chinese or Indian or black folks amongst them"
2424,"

So I guess I think it is okay to blame the problem there on certain white folks"
2425,Speak for your self white man
2426,"Maybe, if white folks admitted they invented the race card when they decided that being white was more important than being human, we can solve this problem of racial injustice"
2427,She #triggers precious wittle politically correct white male snowflakes?
2428,So logically they think it's stupid to throw money into the black hole of native initiatives or refugees or overpaid civil servants
2429,They're just sticking Canadians with the tab while they become millionaires (who will stash money offshore of courseQuery the difference between being killed by a white van driven by a Libyan in Spain and a bomb dropped by a Canadian in Libya in the eyes of an innocent victim?
2430,"

NeoNazis and white supremacists are neoNazis and white supremacists"
2431,Time to expose the yellow underbelly of this MSM fraud
2432,The white supremacist movement has its origins in the Ku Klux Klan and the neo Nazi's both of which attracted white uneducated males in the States
2433,"Maybe they should be black to celebrate victims of everything, everywhere"
2434,"It doesn't, it's just sarcasm and it's not as black and white among voters as you claim"
2435,"Jimmy, Are you in a purple haze?"
2436,"Last I checked neither a Sikh turban and dagger, a Jewish black hat and coat or a nun's habit hide an individuals identity/cover their face"
2437,including black officers
2438,"

I was born white and dirt poor and grew up in mixed race neighborhoods"
2439,"Lest we forget that as one of the only pure blue states, that Hawaii is an anomaly compared with the rest of CONUS"
2440,"

Folks seem to have been brainwashed into believing life is this black and white proposition of artless extremes"
2441,"Are you people talking about Chrétien and his passing of brown envelopes stuffed with cash that made the rounds in chosen Quebec constituencies?I""ve always found Lee treated pretty sympathetically by history"
