,0
255,"THE fastest-swivelling space science observatory rocketed into orbit yesterday to scan the universe for violent celestial explosions, which astronomers believe represent the birth screams of black holes."
256,"AFP - Democratic hopeful John Kerry joined singing worshippers at a largely black Baptist church here seeking their support, while his rival, President George W. Bush, prepared at his Texas ranch for their upcoming debate on domestic issues."
257,"The iPod U Special Edition, part of a partnership between Apple, U and Universal Music Group to create innovative new products together for the new digital music era, holds up to , songs and features a gorgeous black enclosure with a red Click Wheel and custom engraving of U band member signatures. Oct "
258,"USATODAY.com - One TV ad shows a dark-haired ""terrorist"" scoping out a nuclear power plant through binoculars and taking photos of a passing train. Another shows black smoke pouring from the World Trade Center towers."
259," LONDON (Reuters) - Wall Street stocks were expected to open  mixed on Friday, with technology stocks gaining ground led by  PeopleSoft Inc &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt; but blue chips held back by a profit  warning from Alcoa Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AA.N target=/stocks/quickinfo/fullquote""&gt;AA.N&lt;/A&gt;."
260,"Reuters - A pod of dolphins circled\protectively round a group of New Zealand swimmers to fend off\an attack by a great white shark, media reported on Tuesday."
261,"com. In the latest battle in the file-sharing war, the movie and music industries have petitioned the US Supreme Court to overturn an appellate court decision that gave the green light to software firms to trade copyrighted material."
262,When  Virginia Beach high school runners were disqualified after an Oct.  cross country meet for wearing those ubiquitous yellow Lance Armstrong  quot;Livestrong quot; cancer survivor support 
263,"I #;m mad at people who think it #;s funny to taunt black soccer players. I #;m saddened that a small group - I hope it #;s just a small group but I have my doubts -f stupid fans are ruining, what "
264,RedEnvelope is still in the red. Do investors have something to cheer about?
265,"PHOENIX, Arizona -- Baseball #;s stars could face more tests for drugs such as steroids next season after giving their lawyers the green light to reach an agreement with owners over a tougher anti-doping regime."
266,"NEW YORK - Investors pushed stocks lower Friday as a surprisingly lackluster job creation report deepened Wall Street's pessimism over the health of the economy, while a solid earnings report from General Electric Co. minimized losses for blue chips..."
267,"AP - Dozens of Rwandan soldiers flew into Sudan's troubled Darfur region Sunday, the first foreign armed force deployed in the area since Arab militiamen began a rampage against black African farmers, killing thousands."
268," NEW YORK (Reuters) - U.S. blue chips were little changed on  Tuesday as an upgrade on Caterpillar Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAT.N target=/stocks/quickinfo/fullquote""&gt;CAT.N&lt;/A&gt; and a  three-session drop in oil prices offset weakness in technology  shares."
269,"On a crisp afternoon, Ethel Lawrence Boulevard looks like any other street in the comfortable suburb of Mount Laurel. Kids play football in front of gray Cape Cod apartments "
270," NEW YORK (Reuters) - U.S. stocks fell on Monday, with the  blue-chip Dow hitting a new low for the year, as oil prices set  new records above \$ a barrel and the dollar fell to within a  cent of record lows against the euro."
271,"ST. LOUIS - On the road and on the airwaves, President Bush is trying to paint this year's presidential race as a black-and-white decision for voters..."
272,"The world used to be green with envy over the greenback, but now the stuff in your wallet can #;t seem to shake the blues. It #;s not that the United States is on the verge of singing  quot;Brother, Can You Spare a "
273," SAN FRANCISCO/WASHINGTON (Reuters) - Software maker Oracle  on Thursday got the green light from a U.S. federal judge for  its \$. billion takeover of smaller rival PeopleSoft Inc.,  sending PeopleSoft shares up  percent."
274,"The first weekend of holiday shopping went from red-hot to dead white, as a storm that delivered freezing, snowy weather across Colorado kept consumers at home."
275,Tottenham have confirmed the signing of midfielder Michael Carrick this morning as the former West Ham star was given the green light following yesterdays medical.
276,"A US company is helping politically wary American travellers pose as peace-loving Canucks. For \$ US, the T-Shirt King.Com provides a package with enough red-and-white gear for vacationers to pass themselves off as Canadians abroad."
277,"A rainy Saturday afternoon belonged to hopeful Alabama fans, but once again, the blue and orange of Auburn owned Bryant-Denny Stadium by nightfall."
278,"DARLINGTON, SC - When NASCAR decided to throw out the red flag with four laps remaining at last week #;s race at the Phoenix International Raceway, it defied the purpose of its new green-white-checkered rule that was supposed to help assure a green-flag "
279,"AFP - With their khaki People's Army uniforms caked in grime, North Korean soldiers use shovels and picks to pack a railbed with rocks and earth."
280,"BAKU, Azerbaijan -- England manager Sven-Goran Eriksson promised Tuesday he will  quot;take care quot; of the controversy surrounding David Beckham #;s yellow card against Wales later this week."
281,"The European Union approved on Wednesday the first biotech seeds for planting and sale across EU territory, angering green groups who maintain they could contaminate other crops."
282,"Approximately three hours ago, I decided to do mushrooms for the first time in nearly four years. Seemed as good a time as any. It's a sunny October day in Denver. Brown leaves constantly cascade on me as I walk down the sidewalk, blissfully trying to ignore the crackheads who think I'm a walking ATM and a group of ese's who are giving me the evil eye. Church bells are ringing (ringing...ringing really loud...does that always happen around noon?...shit) crazy black dudes are singing along with their -era Walkmans. Everything was peaceful, and I felt at one with the universe.  Why oh why did I decide to fuck it all up by going to vote today?"
283,"Reuters - U.S. blue-chip stocks slid lower on\Thursday, pulled down by industrial bellwether Caterpillar Inc.\, but technology shares remained higher after eBay Inc.\ posted strong earnings."
284,"AP - Wailing and pounding their hands on dirt graves, hundreds of people dressed in black on Tuesday marked the end of the traditional -day mourning period for the children and adults killed after terrorists seized a school on the first day of classes."
285,"AP - Ignoring a warning to abort the flight, a test pilot took a stubby-looking rocket plane on a corkscrewing, white-knuckle ride past the edge of the atmosphere Wednesday, completing the first stage of a quest to win a  #; million prize."
286,"Scotland #;s prospects of qualifying for the World Cup from Group  - or even of securing victory in Moldova on Wednesday - turned from dark grey to pitch black yesterday, when a predictably uninspired beating from Norway left them with one point from their "
287,"Reuters - Taiwan wants to eradicate red imported\fire ants within three years but the pest, which has spread\fear across the island, will be tough to get rid of, an\agriculture official said Wednesday."
288,India yesterday resembled a cartoon villain whose face has been frazzled by a backfiring booby trap. Having presented Australia with a green seamer in Nagpur last week they attempted to make amends by producing 
289,"Ford Motor Co. announced the retirements of president Nick Scheele and vice chairman Allan Gilmour on Thursday, two company veterans tapped by Bill Ford to help the company emerge from a sea of red ink during the past three years."
290,"The pinstripes were a brighter blue, the cap featured an orange NY, but Willie Randolph, a Yankees icon, seemed right at home yesterday when he was introduced at Shea Stadium as the new manager of the Mets."
291,"US blue-chip stocks finished higher on Friday, helped by gains in energy companies #; shares, although investors showed caution before next Tuesday #;s presidential election."
292,"Farmers fed up with methamphetamine cooks stealing their fertilizer may soon catch them pink handed, thanks to a new dye developed by a Southern Illinois farmer."
293,"Masai herders in Kenya have begun cutting fences and marching their livestock onto the private ranchland of white settlers, where wildlife thrives."
294,"AP - The San Diego Chargers looked sharp  #; and played the same way. Wearing their powder-blue throwback jerseys and white helmets from the s, the Chargers did almost everything right in beating the Jacksonville Jaguars - on Sunday."
295,The Cassini space probe has taken a stunning image of Saturn #;s moon Mimas against the blue-grey backdrop of Saturn #;s rings.
296,"SPACE.com - The center of our galaxy is approximately \  , light-years away in the direction of the constellation Sagittarius. At \  its core, as scientist have known for some time, lies a supermassive black hole \  surrounded by millions of stars, all huddled far more closely than in the galactic \  outskirts where our Sun resides."
297,"The Georgia Dome was a sea of orange Saturday night, thanks to the school pride being donned by fans of both Auburn and Tennessee."
298,"TORONTO -- When the Bruins embarked on their annual February trip in , prospects for a successful season were grim. They were racked with injuries, and the losing was weighing on everyone. Ray Bourque, who began playing in Boston in , always thought he would finish his career in the black and gold, but he started rethinking that as the ..."
299,"Tom Watson walked off the th green at Kiawah Island Clubs Cassique course Sunday afternoon wearing a huge smile. Part of that was the thrill of victory, but there was a certain parental pride involved, too."
300,"Reuters - U.S. blue-chips closed at six-week\highs on Friday, helped by reassuring consumer confidence data\and a bounce in technology stocks, but volume was extremely\thin before next week's Republican convention in New York City."
301,Television has been something of a great white whale for Microsoft. The company has tried to sell WebTV and build software for TVs and cable boxes.
302,"Philippine shares ended higher Thursday, with blue chip Philippine Long Distance Telephone Co. , or PLDT, providing a boost after the strong overnight performance of its American Depositary Receipts, traders said."
303,"In the best-of-five Davis Cup final against Spain on the slow red clay at Olympic Stadium, Andy Roddick lost both of his matches in the United States #; - loss at Seville, Spain."
304,"EL FASHER, Sudan -- As the sun set over this desert camp, Private Lambert Sendegeya, an African Union soldier from Rwanda, popped in a tape of music from his country and launched into a series of leg bends. Lieutenant Eugene Ruzianda peered from his canvas tent and, removing his green beret, joined the evening exercises."
305,"AP - Civil rights activist Jesse Jackson joined the campaign of Sen. John Kerry on Wednesday as a poll showed support for the presidential candidate slipping among black Americans, a critical Democratic constituency."
306,The black T-shirt might as well have been a billboard hanging in the Boston Red Sox #; clubhouse. Curt Schilling paraded around with a shirt that said  quot;Why Not Us?
307,"In a rough year for semi stocks, Advanced Micro Devices has thrived. Is there more room to run? NEW YORK (CNN/Money) - Tech stocks have had a nice year-end rally but that hasn #;t been enough to pull the chip sector out of the red."
308,"The board of EADS, the parent company of Airbus, the aerospace giant, will tomorrow give the green light to develop its new aircraft, the A."
309,TELEVISION has been something of a great white whale for the Microsoft Corporation. The company has tried to sell WebTV and build software for TV #;s and cable boxes.
310,"AP - The bright green rocks jutting through the prairie soil were hard to miss, but Tom Charlton still couldn't believe his eyes."
311,"AFP - A great white shark that killed a teenage surfer off the South Australian capital Adelaide will be hunted down and destroyed after it returned to stalk the city's beaches, authorities said."
312,"In beach shorts and black armbands, mourners met on Tuesday under blue Bali skies for an emotional ceremony to remember  people killed two years ago when bombs tore through the heart of Indonesia #;s resort island."
313,AP - Phil Mickelson has a green jacket in his closet to remind him this has been a great year. It just might not seem that way right now.
314,"Not even the Chicago Bears, the Green Bay Packers #; favorite rented mule, red-headed stepchild, and whipping boy rolled into one."
315,"U.S. and Iraqi forces battled militants Tuesday in Najaf, sending plumes of black smoke over the holy city, as Iraq's government warned fighters loyal to a radical cleric to abandon their weekslong standoff inside the Imam Ali Shrine or face attack."
316,"The signs of encouragement were everywhere yesterday, on a summer-like afternoon softened by blue skies and sunshine.  quot;Go Cards quot; messages were hung from buildings large and small, including banks and other businesses. The disappointments of the weekend in Boston were fading fast for St. Louis and the Cardinals."
317,The International Cricket Council has found no signs of racism in Zimbabwe following a probe into the southern African country. An ICC hearing was held after  white players were sacked by the Zimbabwe Cricket Union.
318,"By LAURAN NEERGAARD    WASHINGTON (AP) -- Antidepressants should come with the nation's strongest warning - in a black box on the label - that they can sometimes spur suicidal behavior in children and teenagers, the government's scientific advisers decided Tuesday.    It's a rare risk, and therefore families need detailed information on how to balance that concern with the need to treat depression, which itself can lead to suicide, cautioned advisers to the Food and Drug Administration..."
319,Harare - The Zimbabwean parliament on Thursday voted to uphold a prison sentence on leading opposition white lawmaker Roy Bennett for shoving Justice Minister Patrick Chinamasa to the ground during a heated debate in May.
320,"AFP - China will loom large over an Asia-Pacific summit in Chile, with the United States hoping that Beijing will loosen a fixed yuan-dollar link and cool, but not freeze, its red-hot economy."
321,"She often wears an oval-shaped, blue-hued necklace with a fluttering fairy painted on the front. Storm forward Lauren Jackson said it was a gift from her mother, something to watch over Lauren while they were separated."
322,"HE #;S considered to be golf #;s Jackie Robinson, but between puffs on a cigar, Charlie Sifford preferred to compare his struggle to that of another black man in another nation."
323,"For months, the Charlotte Bobcats were nothing more than a concept with a bright orange logo. They became a reality Thursday night in their NBA debut, hanging tough in a - loss to Washington that impressed Wizards star Antawn Jamison."
324," NEW YORK (Reuters) - U.S. blue chips were lower on Tuesday,  as a drop in phone company Verizon Communications Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=VZ.N target=/stocks/quickinfo/fullquote""&gt;VZ.N&lt;/A&gt;  overshadowed a brokerage upgrade on Caterpillar Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAT.N target=/stocks/quickinfo/fullquote""&gt;CAT.N&lt;/A&gt;  and a three-session drop in oil prices."
325,"Oil supply concerns and broker downgrades of blue-chip companies left stocks mixed yesterday, raising doubts Wall Street #;s year- end rally would continue."
326,"Canadian Press - EDMONTON (CP) - Ralph Klein rides into the sunset of his political career as the white knight who slew Alberta's debt dragon, but his armour has taken a pounding of late."
327,"AFP - The French state-owned railway system was back in the black in the first half of , posting a parent net profit of  million euros (. million dollars) after losing  million euros in the first half of , La Tribune economic news daily reported."
328," NEW YORK (Reuters) - The blue-chip Dow average ended  slightly lower, while the tech-driven Nasdaq inched higher on  Tuesday as investors waited for hints from the Federal Reserve  about the pace of interest-rate increases on Wednesday."
329,"AP - An explosion Thursday hit the heavily fortified Green Zone, home to Iraqi government offices and the U.S. Embassy in central Baghdad, sending up a plume of gray smoke."
330,"Reuters - A U.S. federal judge\on Thursday gave Oracle Corp. a green light to proceed with its\hostile bid to take over rival business software maker\PeopleSoft Inc., rejecting the government's bid to block the\ #;. billion deal."
331,"AP - The Silver and Black looked right at home in the white stuff. Kerry Collins threw for  yards and four touchdowns to lead the Oakland Raiders to an upset in the snow Sunday night, - over the Denver Broncos."
332," NEW YORK (Reuters) - U.S. stocks fell on Monday, with the  blue-chip Dow at a new low for the year, after oil prices  climbed to new highs overnight and the dollar fell to within a  cent of record lows against the euro."
333,"AP - It took Joey Harrington about one second to choose between red, white and blue  #; and blood."
334,"AP - Tiger Woods has put himself in some peculiar positions this year. He has struggled just to make the cut. Tee shots have ricocheted off corporate tents and small children. He has spent Sunday afternoons cleaning out his locker, not standing on the th green posing with the trophy."
335,"NewsFactor - Over the course of this five-part series, CRM Daily examines areas that tend to develop into financial black holes for companies launching or updating a CRM project."
336," SAMARRA, Iraq (Reuters) - Waving white flags, Iraqis fled  the city of Samarra on river boats on Sunday as U.S. forces  claimed victory over insurgents in the first step of an  offensive aimed at taking control of rebel-held cities."
337,"MacCentral - Some may have thought Apple's iPod Socks, first show at Apple's special event in San Jose, Calif. in October, were an elaborate joke. If so, the joke's on them, because iPod Socks are now available for pre-order from the Apple Store for US #;. Apple plans to ship the iPod holders in early December. iPod Socks ship six to a box, and come in hues including green, purple, grey, blue, orange and pink. The knit holders fit all iPod models, according to Apple."
338,"BANGKOK - The future of dozens of endangered species, from the great white shark to elephants and medicinal trees, will be decided at an international conference on wildlife trade that kicks off here today."
339,"WEST LAFAYETTE - And so here they came again, clattering out of the glistening white light. The victors, boys and girls, or perhaps the Victors."
340,"THE parties to the Convention on International Trade in Endangered Species (Cites) have granted Namibia, Swaziland and South Africa permission to hunt five of the once highly endangered black rhino population annually for sustainable utilisation of the "
341," ALMHULT, Sweden (Reuters) - The design chief of home  furnishing giant IKEA was recently asked in China, now home to  two of the blue and yellow warehouses selling the Scandinavian  lifestyle, if he was worried about being a ""design  imperialist."""
342,"WICHITA, Kan. -- It may fall a shade shy of catching thieves redhanded, but for farmers fed up with methamphetamine cooks filching their fertilizer, staining them pink will do just fine."
343," BERLIN (Reuters) - Turkey declared that it had fulfilled  all the political criteria for membership talks with the  European Union on Sunday, three days before a recommendation  from the EU's executive that will give Ankara a green light."
344,"DETROIT The Detroit City Council has passed a modified version of its controversial plan for a black business district. In doing so, they #;ve repealed a provision that loans go only to blacks."
345,Scientists say there is no doubt that abundant water once soaked Mars. Now the big question is whether the red planet ever supported life. Some experts say the early signs are promising.
346,"Just in time for Halloween, the moon will look more like a pumpkin than green cheese during a total lunar eclipse on Wednesday night."
347,"The mystery bird was certainly distinctive: dark brown, red bill, red legs, call like a trumpet, pretty hopeless at flying. You couldn #;t miss it if you knew it was there. "
348,India pitched for better business ties with Myanmar as it rolled out the red carpet on Monday for Senior General Than Shwe on the first visit by a head of the pariah state in nearly a quarter-century.
349,News agency APA said that Coulthard has agreed a one-year deal with Dietrich Mateschitzs team. The Scot has been the red hot favourite to land a drive with the team ever since bosses Tony Purnell and David 
350,"LONDON: It was a tiny software slip up - just eight pixels symbolising Jammu and Kashmir, which were coloured a different shade of green from the rest of India."
351,"MacCentral - At a special music event featuring Bono and The Edge from rock group U held on Tuesday, Apple took the wraps off the iPod Photo, a color iPod available in GB or GB storage capacities. The company also introduced the iPod U, a special edition of Apple's GB player clad in black, equipped with a red Click Wheel and featuring engraved U band member signatures. The iPod Photo is available immediately, and Apple expects the iPod U to ship in mid-November."
352,"Brazilian Congress gives the green light to a long awaited overhaul of bankruptcy laws, which it hopes will reduce business and credit costs."
353,"BLOOMFIELD HILLS, Mich. - Hal Sutton, the United States captain, started the day wearing a big, black cowboy hat. He ended it being fitted for a dunce cap."
354,"Oil prices went down and stock prices went up, pushing blue chip stocks to their third straight weekly gain. All the major stock market indexes moved up, although it was one of the lightest trading weeks of "
355,"names Tiger Woods turned in his most complete round of a difficult year, missing only two fairways and one green in closing with a -under-par  to take a two-shot victory over Padraig Harrington yesterday in the Target World Challenge at Sherwood Country Club in Sherman Oaks, Calif. It was Woods's second straight stroke-play title after going without one on ..."
356,Celebrities bolster investor interest in Prince George's County as more businesses chase the rising wealth of the black middle class.
357,World soccer #;s governing body will investigate the racial taunting of England #;s black players by Spanish soccer fans during two international matches this week.
358,"AP - The United States and Lithuania both arrived wearing white uniforms to the bronze-medal basketball game Saturday, delaying the start for  minutes."
359,"Reuters - Smoke rises from burning\tires in the corners of Oumar Sakho's fields Monday as a swarm\of mating, yellow desert locusts munches through his water\melons not far from Senegal's capital."
360,"On a cold, raw, drizzly afternoon this week, Sherry Proctor put large containers with about  orange and green fluorescent buoys into his Volvo station wagon and took them to the Cambridge Boat House. He and a few others will start dropping them into the water tomorrow, marking the course for the rowers in the Head of the Charles Regatta ..."
361," NEW YORK (Reuters) - U.S. blue-chips closed at six-week  highs on Friday, helped by reassuring consumer confidence data  and a bounce in technology stocks, but volume was extremely  thin before next week's Republican convention in New York City."
362,The Socceroos #; chief crowd-puller Harry Kewell has been given the green light to play his first international on home soil in three years tonight.
363,"The foreign secretary, Jack Straw, arrived in Sudan #;s troubled Darfur region this morning to witness the devastating results of Arab militia attacks on the indigenous black African population."
364,"BANDAR SERI BEGAWAN, Brunei Darussalam -- The heir to oil-rich Brunei #;s throne married a half-Swiss commoner Thursday in a glittering ceremony attended by government leaders and blue-blooded guests from around the world."
365,"Toshiba will release a notebook PC with an HD DVD drive this time next year, the Japanese company said today, returning fire after an initial salvo from Sony in the battle for the future of blue-laser optical media."
366,Goodyear Tire  amp; Rubber Co. (NYSE: GT) expects its third quarter to go from red to black as it posts record sales in this year #;s third quarter.
367,"India celebrates the th anniversary of its most famous monument, the Taj Mahal, today - although historians cannot agree on its precise age and fears of damaging the enormous white marble structure have dampened plans to mark the event."
368,New Zealand Hockey boss Ramesh Patel is sticking to his guns over the national men #;s team #;s participation in the Champions Trophy in Pakistan despite Australia waving the white flag yesterday because of security concerns.
369,AP - The government will begin issuing forecasts Friday of red tides  #; harmful blooms of algae  #; in the Gulf of Mexico.
370,"The soft orange glow of a common Caribbean coral comes not from the coral itself but from bacteria that live inside it, US scientists said last week. And the bacteria not only give the coral a little night light, but they also break down seawater to help ..."
371,"Put away the red pen, because publishing software giant Adobe Systems plans to change the way businesses share comments on documents."
372," NEW YORK (Reuters) - U.S. stocks were knocked lower on  Thursday after drug maker Merck   Co.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MRK.N target=/stocks/quickinfo/fullquote""&gt;MRK.N&lt;/A&gt;, a member of the  blue-chip Dow, recalled its widely sold Vioxx arthritis drug  and oil resumed its climb to \$ a barrel."
373,Editor #;s Summary: Google is searching India -- for white collar IT workers. Google gurus Sergey Brin and Larry Page are touring cities -- including hi-tech hubs Bangalore and Hyderabad -- looking to hire engineers and online sales and support workers.
374,"USATODAY.com - His elegant, red-walled Capitol office is filled with boxes of memorabilia and photos and artwork in bubble wrap. At the end of this week, Senate Minority Leader Tom Daschle, D-S.D., will close the doors for the last time and leave behind the view of the National Mall that he has enjoyed for a decade."
375,"GAZA CITY, Gaza Strip - The air above the Gaza Strip was humid and motionless Saturday, free of the throat-burning black smoke from flaming tires that mourners had lit in sadness and anger at the death this week of Yasser Arafat."
376,The British government led the condemnation Thursday of the racist abuse directed by Spanish fans at England #;s black soccer players.
377,"The Australian share market has started the week a little in the red as high crude oil prices prompted investor caution. The All Ordinaries slipped almost three points to ,."
378,"AP - Vice presidential candidate John Edwards on Wednesday sought to assure black supporters that he and John Kerry have ""fought for this community our entire lives""  #; and would continue doing so  #; on a day devoted to reaching out to the base in the Democratic stronghold of northeast Ohio."
379,London - British ministers have condemned the  quot;disgraceful quot; racial abuse of England #;s black players during Wednesday #;s international friendly against Spain in Madrid and demanded that soccer authorities take action.
380,"Canadian Press - LONDON (AP) - Senator John Kerry has blue blood from all the royal houses of Europe, with even more titled relations than President George W. Bush, Burke's Peerage said Monday."
381,"A total eclipse of the Moon will occur overnight Wednesday, an event that can turn Earth #;s satellite to a colourful shade ranging from deep red to dark brown and sometimes an existential grey."
382,"AP DE BON DESIR, Quebec, Aug.  - A few miles from this spit along the pink granite coast of the Gulf of St. Lawrence, there is a sheltered cove that has witnessed the full span of the human relationship with whales. "
383,"SBC and BellSouth are teaming to provide national online yellow pages and local Internet search to beat back a challenge from Google (Quote, Chart), Yahoo (Quote, Chart) and others."
384,"US blue chips fell on Thursday after drug company Merck  amp; Co.(MRK.N: Quote, Profile, Research) said it was withdrawing its key arthritis drug Vioxx, while relentless oil prices floated back to \$ a barrel."
385,"US stocks surged on Tuesday, as battered insurers rose on confidence a probe of the industry would end quickly, helping blue chips snap a -day streak of losses."
386,"Dignitaries and blue bloods from around the world began arriving today for the lavish nuptials of the crown prince of the tiny, oil-rich sultanate of Brunei, in what is expected to be Asias wedding of the year."
387,"During their franchise-tying - start, the Jets have found a comfort zone of immense importance: the red zone."
388,The man is suspected of selling high-tech equipment on the nuclear black market and is the third German businessman named as a suspect in the past month in an investigation into the trade in several countries.
389,"WASHINGTON - A new \$ bill with touches of red, blue and yellow went into circulation Tuesday and soon will be showing up at banks, cash registers and wallets."
390,"PARIS A bomb rocked a quiet, elegant neighborhood of apartment buildings in the west of the city, slightly wounding at least  people, including  workers at the Indonesian Embassy, where a rigged package exploded below its crimson and white national flag "
391,BROKER downgrades of three blue-chip stocks and a rise in crude oil futures pushed US stocks lower yesterday as investors looked for a clear sign that Wall Street would continue its year-end rally.
392,"AP - It's a long way from the Manhattan office of psychoanalyst Sherman Pheiffer to the Cambridge, Mass., practice of psychologist Jaine Darwin. But both are in blue states that voted heavily for John Kerry, and on the day he conceded, they heard plenty of distress about the election."
393,"WASHINGTON As a corporate symbol, it #;s hard to find anyone more all-American than Sammy Pence of Grand Prairie, Texas. With his cowboy hat and boots, and his bold stance in front of a helicopter painted red "
394,"A great white shark which killed a teenage surfer should be hunted down and destroyed, officials say. But the dead boy #;s father has said he doesn #;t want the creature to be killed."
395," NEW YORK (Reuters) - U.S. blue chip stocks were lower on  Friday after a profit warning from aluminum maker Alcoa Inc.   &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AA.N target=/stocks/quickinfo/fullquote""&gt;AA.N&lt;/A&gt;, but technology stocks edged higher after a judge  rejected a government bid to block a takeover of PeopleSoft  Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt; by Oracle Corp.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ORCL.O target=/stocks/quickinfo/fullquote""&gt;ORCL.O&lt;/A&gt;."
396,"Apple's iPod is the -pound white gorilla of the digital music market. But a number of new music players, on the market or in the works, have Apple in their sights."
397,Russian officials remain baffled after examining the black boxes from Tuesday's mystery double air crash.
398,LOS ANGELES -- One of NASA #;s Mars rovers has found a rock that could provide new evidence that water once existed on the red planet.
399,"US blue chips hovered near the unchanged mark on Monday as a disappointing sales forecast from Wal-Mart Stores Inc. , the world #;s biggest retailer, offset the effect of easing oil prices."
400,"Researchers behind the study say fishing for fun now makes up almost a quarter of the total take of overfished populations. These include seafood favorites such as red snapper, red drum, and bocacciospecies "
401,"Lunch crush is coming and the deli crew is busy making burgers, lime tarts and pizza dough. Things are really cooking - at least figuratively. In fact, none of the food being prepared at In The Raw will touch a flame or a griddle."
402,"Reuters - U.S. blue chips advanced on Friday\after Ford Motor Co.  raised its earnings forecasts, while\wireless technology provider Qualcomm Inc.  limited\gains on the Nasdaq after saying an accounting review may\reduce pretax income."
403,"AP - Check out any sporting goods store around town and you'll find them cluttering the clearance racks: brown, white and orange No.  jerseys  #; in any size."
404,AP - Mount St. Helens began belching a huge column of white steam Friday after days of rumblings and earthquakes that suggested the volcano that erupted with cataclysmic force in  was about to blow its top again.
405,A UN conference gave tiny Swaziland the green light on Tuesday to export some of its white rhinos and bring in trophy hunters occasionally to shoot the massive animals.
406,"Stripes are back. Solid red is out. And purple (indigo, to you, buddy) is the new power blue."
407,"The Salvation Army #;s red kettles are being banned from collecting outside Target #;s , stores nationwide, costing the charitable organization an estimated \$ million in holiday donations and "
408,Apple Computer is offering free replacement screens to owners of -inch PowerBook models whose machines have a flaw that causes the screen to display white spots.
409,Iraqi firemen walk in front of heavy black smoke billowing from a sabotaged key pipeline pumping oil exports from northern Iraq to Turkey and a local supply line west of the main northern oil capital of Kirkuk.
410,AP - A white rattlesnake that was found on a Meade County ranch  miles southwest of Faith has landed in the private collection of Denise and Chris Alverson of Rapid City.
411,"com. On a chilly, gray afternoon in St. Louis, Busch Stadium erupted on the sweet Jim Edmonds home run swing the Cardinals #; faithful have come to know so well."
412," NEW YORK (Reuters) - Retailers may be in for a blue  Christmas this year as worries about soaring energy prices,  consumers' cost-consciousness and a warmer December than last  year make for lackluster holiday sales, retail analysts said."
413,"A young Australian surfer has been killed in a horrifying attack by two great white sharks at a popular Adelaide beach, the second fatal attack in five days, rescue officials and witnesses say."
414,"At the end of a boisterous dinner, after several glasses of good red wine, technology entrepreneur John Landry pulled out his iPaq hand-held and beckoned me over to his side of the table."
415,Description: Delta Airline pilots agree to a  percent pay cut to help the airline avoid bankruptcy. Analysts say it #;s not yet clear whether those cuts will be enough to put Delta back in the black.
416,"Cash has never been so cool. Usher Raymond IV, the -year-old R amp;B singer who has been dubbed the king of pop, launched the Usher Debit MasterCard late last month. The sleek black card, which features the artist's face, has been passed out to concertgoers during his nationwide ''The Truth Tour. quot; The card is also available through a website, ushermc.com."
417,"TBILISI, Georgia -- The old white Zhiguli fairly flew down the highway, skimming precariously over the potholes as Garri Nersesov clutched the wheel and declared victory in the war on corruption."
418,"LONDON Oct. ,  - David Beckham apologized Wednesday for the yellow card ploy that earned him a convenient World Cup suspension."
419,Pepsi pushes a blue version of Mountain Dew only at Taco Bell. Is this a winning strategy?
420,A recovery in resource stocks and some star performances from smaller companies have helped the Australian share market back into the black today.
421,Bob Carr may be forced to appear at the NSW Independent Commission Against Corruption this afternoon hoping he will be let off with a black mark and a spank over some intemperate 
422, NEW YORK (Reuters) - U.S. blue-chip stocks fell on  Wednesday as earnings and outlooks from two consumer products  giants failed to excite markets.
423,NEW YORK - US tech stocks tumbled while blue chips slipped in extremely thin volume yesterday as security concerns surrounding the Republican National Convention here and worries about earnings kept investors on the sidelines.
424,"AP - Sitting at a folding table under fluorescent lights, Republican Lloyd Haskins Sr. held up ballots for Democrat Carl Brownstein to see, and they both marked their running totals on white scrap paper."
425,"JERUSALEM : Israeli Prime Minister Ariel Sharon #;s Likud party votes on Sharon #;s intention to bring the opposition Labour party into government, the day after he gave the green light to the construction of , new homes in Jewish settlements in the West ..."
426,The Toyota Prius petrol and electric hybrid car which has become such a hit in recent months with the green-thinking Hollywood set is about to be given a run for its money.
427,PC World - Boxlight Raven's black chassis matches the Xbox.
428,"AP - Searching for victims or survivors, the young man in a black T-shirt swung a sledgehammer into a slab of concrete perched atop debris  #; all that was left of a house blasted by U.S. warplanes. Nine people, two of them children, died in the ruins."
429,AP - A laser developed by a Los Alamos National Laboratory scientist will be aboard the Mars Science Laboratory to be launched to the red planet in .
