,0
110,"The Black Taj Mahal (""Black Taj"", ""Kaala Taj"", also ""the nd Taj"") is a legendary black marble mausoleum that is said to have been planned to be built across the Yamuna River opposite the Taj Mahal in Agra, Uttar Pradesh, India. Mughal emperor Shah Jahan is said to have desired a mausoleum for himself similar to that of the one he had built in memory of his third wife, Mumtaz Mahal."
111,Brahmachari (English: Celibate ) is a  black and white Marathi film. The film was directed by Master Vinayak and written by Pralhad Keshav Atre and starred Master Vinayak himself along with Meenakshi Shirodkar in lead roles. The film was a political satire targeted on the Hindu nationalist organization Rashtriya Swayamsevak Sangh. The film was also made in Hindi language.
112, Flowers () is a  film directed by Wang Xiaoshuai centered on a boy named Wang Han who loses his white shirt which shows that he is his school's best gymnast. The loss of the shirt is to take on greater metaphorical meaning as the film progresses which is inspired by the director's own experience as a youth during the cultural revolution and the more general confusion of childhood.
113,"The West Rail Line () is one of the MTR lines in Hong Kong, indicated by the colour dark magenta. It was formerly known as the KCR West Rail (九廣西鐵 ). The line connects Hung Hom Station in Kowloon and Tuen Mun Station in Tuen Mun, . km away, in  minutes. The railway runs through the cities of Kowloon, Castle Peak and Tsuen Wan."
114,"Phenazine is an organic compound with the formula (CH)N. It is a dibenzo annulated pyrazine, and the parent substance of many dyestuffs, such as the toluylene red, indulines, and safranines (and the closely related eurhodines). Phenazine crystallizes in yellow needles, which are only sparingly soluble in alcohol. Sulfuric acid dissolves it, forming a deep-red solution."
115,"Will Vodery (October ,  - November , ) was an African-American composer, conductor, orchestrator, and arranger, and one of the few black Americans of his time to make a name for himself as a composer on Broadway, working largely for Florenz Ziegfeld."
116,"Will Vodery (October ,  - November , ) was an African-American composer, conductor, orchestrator, and arranger, and one of the few black Americans of his time to make a name for himself as a composer on Broadway, working largely for Florenz Ziegfeld."
117,Glinus is a genus of tropical and subtropical plants in the family Molluginaceae. Plants of this genus are sometimes called sweetjuice. They are squat annual herbs with fuzzy to hairy green herbage. The fruit is a capsule containing many kidney-shaped seeds. Some species are used as herbal remedies and some are eaten as food.
118,"The University of Wollongong Titans (or UOW Titans) is an Australian rugby league football team based in Wollongong. The club are a part of Country Rugby League and competes in the Illawarra Rugby League premiership. The club plays out of University Oval, Wollongong. The Titans wear red, navy and white jerseys. An earlier team from the University of Wollongong were nicknamed the ""Books""."
119,"Chrysanthemum boreale (or ""Dendranthema boreale"") is a flowering plant within the Asteraceae family and ""Chrysanthemum"" genus. It used to be in the compositae family and many books still contain as such. It is a perennial flowering plant that is often noted because of its yellow flowers. It has  chromosomes at the diploid stage."
120,"Proctor is a former town located in Swain County, North Carolina, U.S.A. It was on Hazel Creek. It is named after Moses Proctor, first white settler to this area. The town was flooded by Fontana Lake, which was created by the construction of the Fontana Dam, and remains submerged unless lake levels are very low."
121,"Abeliophyllum, also miseonnamu, Korean abeliophyllum, white forsythia, or Korean abelialeaf) is a monotypic genus of flowering plants in the olive family, Oleaceae. It consists of one species, Abeliophyllum distichum Nakai, endemic to Korea, where it is endangered in the wild, occurring at only seven sites. It is related to ""Forsythia"", but differs in having white, not yellow, flowers."
122,"Navarretia is a genus of about  species of flowering plants related to the phloxes and the gilias. This is one genus of plants, among others, which are sometimes called pincushionplants. The inflorescence which bears the flowers is surrounded by frilly green bracts bearing soft spines, giving it the appearance of a pincushion. Several species are members of the vernal pool ecosystem."
123,"The University of Wollongong Titans (or UOW Titans) is an Australian rugby league football team based in Wollongong. The club are a part of Country Rugby League and competes in the Illawarra Rugby League premiership. The club plays out of University Oval, Wollongong. The Titans wear red, navy and white jerseys. An earlier team from the University of Wollongong were nicknamed the ""Books""."
124,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
125,"Okra or okro ( or ), known in many English-speaking countries as ladies' fingers or ochro, is a flowering plant in the mallow family. It is valued for its edible green seed pods. The geographical origin of okra is disputed, with supporters of West African, Ethiopian, and South Asian origins. The plant is cultivated in tropical, subtropical and warm temperate regions around the world."
126,"PSR B+ is a pulsar with a period of . seconds and a pulse width of . seconds. Discovered by Jocelyn Bell Burnell and Antony Hewish on November , , it is the first discovered radio pulsar. The power and regularity of the signals were briefly thought to resemble an extraterrestrial beacon, leading the source to be nicknamed LGM- (for ""little green men"")."
127,"Camassia cusickii, common name Cussick's camas, is a species of plant in the Asparagaceae family (subfamily Agavoideae). It is native to parts of North America. It has linear leaves with parallel venation and flowers in parts of three. The flowers are usually ice blue or baby blue in color, although they can be various shades of blue, cream and white."
128,"Chrysanthemum boreale (or ""Dendranthema boreale"") is a flowering plant within the Asteraceae family and ""Chrysanthemum"" genus. It used to be in the compositae family and many books still contain as such. It is a perennial flowering plant that is often noted because of its yellow flowers. It has  chromosomes at the diploid stage."
129,"Camassia cusickii, common name Cussick's camas, is a species of plant in the Asparagaceae family (subfamily Agavoideae). It is native to parts of North America. It has linear leaves with parallel venation and flowers in parts of three. The flowers are usually ice blue or baby blue in color, although they can be various shades of blue, cream and white."
130,"PSR B+ is a pulsar with a period of . seconds and a pulse width of . seconds. Discovered by Jocelyn Bell Burnell and Antony Hewish on November , , it is the first discovered radio pulsar. The power and regularity of the signals were briefly thought to resemble an extraterrestrial beacon, leading the source to be nicknamed LGM- (for ""little green men"")."
131,"Nocturna Artificialia is the first credited film directed and produced by the Brothers Quay, Timothy and Stephen. ""This British fraternal directing team is known for their avant-garde puppet films."" Rather than dialog, this film uses shadows and music to create the dream-like state of the main character and his journey on a red tram at night."
132,"PSR B+ is a pulsar with a period of . seconds and a pulse width of . seconds. Discovered by Jocelyn Bell Burnell and Antony Hewish on November , , it is the first discovered radio pulsar. The power and regularity of the signals were briefly thought to resemble an extraterrestrial beacon, leading the source to be nicknamed LGM- (for ""little green men"")."
133,"Skinheads USA: Soldiers of the Race War is a  HBO documentary film about a group of white power skinheads involved in the neo-Nazi movement in the Southern state of Alabama. The film featured the white supremacist Bill Riccio, the then leader of the Aryan Youth Front. Other Klan organizations were also featured."
134,"St Estevam is an Island in Ilhas, Goa, India. St Estevam is known also 'Juvem' and in the past was known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers. Therefore the people of Juvem came to be nicknamed 'bhende'."
135,"The following list contains the aircraft used by the Royal Danish Air Force or its predecessors, the Danish Army Air Corps and Royal Danish Naval Aviation. During the Nazi occupation from  to , Danish military aviation was prohibited. The aircraft currently in use are highlighted in blue."
136,"Will Vodery (October ,  - November , ) was an African-American composer, conductor, orchestrator, and arranger, and one of the few black Americans of his time to make a name for himself as a composer on Broadway, working largely for Florenz Ziegfeld."
137,"Polo (Persian: چوگان ""chogān"") is a team sport played on horseback. The objective is to score goals against an opposing team. Players score by driving a small white plastic or wooden ball into the opposing team's goal using a long-handled mallet. The traditional sport of polo is played on a grass field up to  by . Each polo team consists of four riders and their mounts."
138,"Chelone is a genus of four species of perennial herbaceous plants native to eastern North America. They all have similarly shaped flowers (which led to the name turtlehead due to their resemblance to the head of a turtle), which vary in color from white to red, purple or pink. ""C. cuthbertii"", ""C. glabra"", and ""C. lyonii"" are diploid and ""C. obliqua"" is either tetraploid or hexaploid."
139,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
140,"The Black Taj Mahal (""Black Taj"", ""Kaala Taj"", also ""the nd Taj"") is a legendary black marble mausoleum that is said to have been planned to be built across the Yamuna River opposite the Taj Mahal in Agra, Uttar Pradesh, India. Mughal emperor Shah Jahan is said to have desired a mausoleum for himself similar to that of the one he had built in memory of his third wife, Mumtaz Mahal."
141,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
142,"Chrysanthemum boreale (or ""Dendranthema boreale"") is a flowering plant within the Asteraceae family and ""Chrysanthemum"" genus. It used to be in the compositae family and many books still contain as such. It is a perennial flowering plant that is often noted because of its yellow flowers. It has  chromosomes at the diploid stage."
143,"Polo (Persian: چوگان ""chogān"") is a team sport played on horseback. The objective is to score goals against an opposing team. Players score by driving a small white plastic or wooden ball into the opposing team's goal using a long-handled mallet. The traditional sport of polo is played on a grass field up to  by . Each polo team consists of four riders and their mounts."
144,"A pointe shoe is a type of shoe worn by ballet dancers when performing pointe work. Pointe shoes were conceived in response to the desire for dancers to appear weightless and sylph-like and have evolved to enable dancers to dance ""en pointe"" (on the tips of their toes) for extended periods of time. They are manufactured in a variety of colors, most commonly in shades of light pink."
145,"Skinheads USA: Soldiers of the Race War is a  HBO documentary film about a group of white power skinheads involved in the neo-Nazi movement in the Southern state of Alabama. The film featured the white supremacist Bill Riccio, the then leader of the Aryan Youth Front. Other Klan organizations were also featured."
146,"Teeth is a  black comedy horror film written and directed by Mitchell Lichtenstein. The movie stars Jess Weixler and was produced by Lichtenstein on a budget of US$ million. The film premiered at the Sundance Film Festival on January , , and was distributed by Roadside Attractions for a limited release in the United States."
147,"A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink derives from its green color, which comes from crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and was invented by its owner, Philip Guichet. The drink gained popularity during the s and s throughout the American South."
148,"The Black Taj Mahal (""Black Taj"", ""Kaala Taj"", also ""the nd Taj"") is a legendary black marble mausoleum that is said to have been planned to be built across the Yamuna River opposite the Taj Mahal in Agra, Uttar Pradesh, India. Mughal emperor Shah Jahan is said to have desired a mausoleum for himself similar to that of the one he had built in memory of his third wife, Mumtaz Mahal."
149,"Okra or okro ( or ), known in many English-speaking countries as ladies' fingers or ochro, is a flowering plant in the mallow family. It is valued for its edible green seed pods. The geographical origin of okra is disputed, with supporters of West African, Ethiopian, and South Asian origins. The plant is cultivated in tropical, subtropical and warm temperate regions around the world."
150,"Dahlia coccinea is a species in the genus Dahlia, family Asteraceae. Common name is ""red dahlia"" although the flowers can be orange or occasionally yellow as well as the more common red. The species is native to Mexico but has long been cultivated in other countries for its showy flowers."
151,"The white tiger or bleached tiger is a pigmentation variant of the Bengal tiger, which is reported in the wild from time to time in the Indian states of Assam, West Bengal and Bihar in the Sunderbans region and especially in the former State of Rewa. Such a tiger has the black stripes typical of the Bengal tiger, but carries a white or near-white coat."
152,"Polo (Persian: چوگان ""chogān"") is a team sport played on horseback. The objective is to score goals against an opposing team. Players score by driving a small white plastic or wooden ball into the opposing team's goal using a long-handled mallet. The traditional sport of polo is played on a grass field up to  by . Each polo team consists of four riders and their mounts."
153,"""Exhausted"" is the first Foo Fighters release and the lead single from the debut album. It was only issued as a promotional single, pressed on black "" vinyl. The song is notable for being the first original Foo Fighters track released to the public, when it premiered January ,  on Eddie Vedder's Self-Pollution Radio broadcast."
154,"Dahlia coccinea is a species in the genus Dahlia, family Asteraceae. Common name is ""red dahlia"" although the flowers can be orange or occasionally yellow as well as the more common red. The species is native to Mexico but has long been cultivated in other countries for its showy flowers."
155,"A pointe shoe is a type of shoe worn by ballet dancers when performing pointe work. Pointe shoes were conceived in response to the desire for dancers to appear weightless and sylph-like and have evolved to enable dancers to dance ""en pointe"" (on the tips of their toes) for extended periods of time. They are manufactured in a variety of colors, most commonly in shades of light pink."
156,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
157,"Teeth is a  black comedy horror film written and directed by Mitchell Lichtenstein. The movie stars Jess Weixler and was produced by Lichtenstein on a budget of US$ million. The film premiered at the Sundance Film Festival on January , , and was distributed by Roadside Attractions for a limited release in the United States."
158,"Chlorophyll (also chlorophyl) is any of several closely related green pigments found in cyanobacteria and the chloroplasts of algae and plants. Its name is derived from the Greek words χλωρός, ""chloros"" (""green"") and φύλλον, ""phyllon"" (""leaf""). Chlorophyll is essential in photosynthesis, allowing plants to absorb energy from light."
159,"The paloma (Spanish for ""dove"") is a tequila-based cocktail. This drink is most commonly prepared by mixing tequila with a grapefruit-flavored soda such as Fresca, Squirt, or Jarritos and served on the rocks with a lime wedge. This drink also has the option of adding salt to the rim of the glass."
160,"Camassia cusickii, common name Cussick's camas, is a species of plant in the Asparagaceae family (subfamily Agavoideae). It is native to parts of North America. It has linear leaves with parallel venation and flowers in parts of three. The flowers are usually ice blue or baby blue in color, although they can be various shades of blue, cream and white."
161,"""Exhausted"" is the first Foo Fighters release and the lead single from the debut album. It was only issued as a promotional single, pressed on black "" vinyl. The song is notable for being the first original Foo Fighters track released to the public, when it premiered January ,  on Eddie Vedder's Self-Pollution Radio broadcast."
162,"Will Vodery (October ,  - November , ) was an African-American composer, conductor, orchestrator, and arranger, and one of the few black Americans of his time to make a name for himself as a composer on Broadway, working largely for Florenz Ziegfeld."
163,"Navarretia is a genus of about  species of flowering plants related to the phloxes and the gilias. This is one genus of plants, among others, which are sometimes called pincushionplants. The inflorescence which bears the flowers is surrounded by frilly green bracts bearing soft spines, giving it the appearance of a pincushion. Several species are members of the vernal pool ecosystem."
164,"The paloma (Spanish for ""dove"") is a tequila-based cocktail. This drink is most commonly prepared by mixing tequila with a grapefruit-flavored soda such as Fresca, Squirt, or Jarritos and served on the rocks with a lime wedge. This drink also has the option of adding salt to the rim of the glass."
165,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
166,"St Estevam is an Island in Ilhas, Goa, India. St Estevam is known also 'Juvem' and in the past was known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers. Therefore the people of Juvem came to be nicknamed 'bhende'."
167,"St Estevam is an Island in Ilhas, Goa, India. St Estevam is known also 'Juvem' and in the past was known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers. Therefore the people of Juvem came to be nicknamed 'bhende'."
168,"Okra or okro ( or ), known in many English-speaking countries as ladies' fingers or ochro, is a flowering plant in the mallow family. It is valued for its edible green seed pods. The geographical origin of okra is disputed, with supporters of West African, Ethiopian, and South Asian origins. The plant is cultivated in tropical, subtropical and warm temperate regions around the world."
169,"Cryptomeria (literally ""hidden parts"") is a monotypic genus of conifer in the cypress family Cupressaceae, formerly belonging to the family Taxodiaceae. It includes only one species, Cryptomeria japonica (syn. ""Cupressus japonica"" L.f.). It is endemic to Japan, where it is known as sugi (Japanese: 杉 ). The tree is called Japanese sugi pine or Japanese red-cedar in English."
170,"Phenazine is an organic compound with the formula (CH)N. It is a dibenzo annulated pyrazine, and the parent substance of many dyestuffs, such as the toluylene red, indulines, and safranines (and the closely related eurhodines). Phenazine crystallizes in yellow needles, which are only sparingly soluble in alcohol. Sulfuric acid dissolves it, forming a deep-red solution."
171,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
172,"Wallace Houston Terry, II (April ,  – May , ) was an African-American journalist and oral historian, best known for his book about black soldiers in Vietnam, ""Bloods: An Oral History of the Vietnam War"" (), which served as a basis for the  crime thriller ""Dead Presidents""."
173,"The white tiger or bleached tiger is a pigmentation variant of the Bengal tiger, which is reported in the wild from time to time in the Indian states of Assam, West Bengal and Bihar in the Sunderbans region and especially in the former State of Rewa. Such a tiger has the black stripes typical of the Bengal tiger, but carries a white or near-white coat."
174,"The University of Wollongong Titans (or UOW Titans) is an Australian rugby league football team based in Wollongong. The club are a part of Country Rugby League and competes in the Illawarra Rugby League premiership. The club plays out of University Oval, Wollongong. The Titans wear red, navy and white jerseys. An earlier team from the University of Wollongong were nicknamed the ""Books""."
175,"""Exhausted"" is the first Foo Fighters release and the lead single from the debut album. It was only issued as a promotional single, pressed on black "" vinyl. The song is notable for being the first original Foo Fighters track released to the public, when it premiered January ,  on Eddie Vedder's Self-Pollution Radio broadcast."
176,"Skinheads USA: Soldiers of the Race War is a  HBO documentary film about a group of white power skinheads involved in the neo-Nazi movement in the Southern state of Alabama. The film featured the white supremacist Bill Riccio, the then leader of the Aryan Youth Front. Other Klan organizations were also featured."
177,"The white tiger or bleached tiger is a pigmentation variant of the Bengal tiger, which is reported in the wild from time to time in the Indian states of Assam, West Bengal and Bihar in the Sunderbans region and especially in the former State of Rewa. Such a tiger has the black stripes typical of the Bengal tiger, but carries a white or near-white coat."
178,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
179,"Skinheads USA: Soldiers of the Race War is a  HBO documentary film about a group of white power skinheads involved in the neo-Nazi movement in the Southern state of Alabama. The film featured the white supremacist Bill Riccio, the then leader of the Aryan Youth Front. Other Klan organizations were also featured."
180,"Chelone is a genus of four species of perennial herbaceous plants native to eastern North America. They all have similarly shaped flowers (which led to the name turtlehead due to their resemblance to the head of a turtle), which vary in color from white to red, purple or pink. ""C. cuthbertii"", ""C. glabra"", and ""C. lyonii"" are diploid and ""C. obliqua"" is either tetraploid or hexaploid."
181,"Nocturna Artificialia is the first credited film directed and produced by the Brothers Quay, Timothy and Stephen. ""This British fraternal directing team is known for their avant-garde puppet films."" Rather than dialog, this film uses shadows and music to create the dream-like state of the main character and his journey on a red tram at night."
182,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
183,"St Estevam is an Island in Ilhas, Goa, India. St Estevam is known also 'Juvem' and in the past was known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers. Therefore the people of Juvem came to be nicknamed 'bhende'."
184,"Breton sauce, (fr. ""Sauce Bretonne"") is a French compound sauce consisting of a velouté base with julienned onion, leeks, celery heart and mushrooms, mounted with butter and cream. It has been referred to as a brown version of ""Sauce soubise"" which has as its base a béchamel sauce."
185,"Culver City High School is the main public high school of the Culver City Unified School District (CCUSD) in Culver City, California. It was opened in . The school's colors are blue and silver, and the mascot is the centaur. As of , its enrollment was roughly ,. Culver City High School is recognized as a California Distinguished School, earning the honor in ."
186,"The paloma (Spanish for ""dove"") is a tequila-based cocktail. This drink is most commonly prepared by mixing tequila with a grapefruit-flavored soda such as Fresca, Squirt, or Jarritos and served on the rocks with a lime wedge. This drink also has the option of adding salt to the rim of the glass."
187,"Skinheads USA: Soldiers of the Race War is a  HBO documentary film about a group of white power skinheads involved in the neo-Nazi movement in the Southern state of Alabama. The film featured the white supremacist Bill Riccio, the then leader of the Aryan Youth Front. Other Klan organizations were also featured."
188,"Will Vodery (October ,  - November , ) was an African-American composer, conductor, orchestrator, and arranger, and one of the few black Americans of his time to make a name for himself as a composer on Broadway, working largely for Florenz Ziegfeld."
189,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
190,"Chelone is a genus of four species of perennial herbaceous plants native to eastern North America. They all have similarly shaped flowers (which led to the name turtlehead due to their resemblance to the head of a turtle), which vary in color from white to red, purple or pink. ""C. cuthbertii"", ""C. glabra"", and ""C. lyonii"" are diploid and ""C. obliqua"" is either tetraploid or hexaploid."
191,"Chrysanthemum boreale (or ""Dendranthema boreale"") is a flowering plant within the Asteraceae family and ""Chrysanthemum"" genus. It used to be in the compositae family and many books still contain as such. It is a perennial flowering plant that is often noted because of its yellow flowers. It has  chromosomes at the diploid stage."
192,"PSR B+ is a pulsar with a period of . seconds and a pulse width of . seconds. Discovered by Jocelyn Bell Burnell and Antony Hewish on November , , it is the first discovered radio pulsar. The power and regularity of the signals were briefly thought to resemble an extraterrestrial beacon, leading the source to be nicknamed LGM- (for ""little green men"")."
193,"Camassia cusickii, common name Cussick's camas, is a species of plant in the Asparagaceae family (subfamily Agavoideae). It is native to parts of North America. It has linear leaves with parallel venation and flowers in parts of three. The flowers are usually ice blue or baby blue in color, although they can be various shades of blue, cream and white."
194,"Camassia cusickii, common name Cussick's camas, is a species of plant in the Asparagaceae family (subfamily Agavoideae). It is native to parts of North America. It has linear leaves with parallel venation and flowers in parts of three. The flowers are usually ice blue or baby blue in color, although they can be various shades of blue, cream and white."
195,"Chelone is a genus of four species of perennial herbaceous plants native to eastern North America. They all have similarly shaped flowers (which led to the name turtlehead due to their resemblance to the head of a turtle), which vary in color from white to red, purple or pink. ""C. cuthbertii"", ""C. glabra"", and ""C. lyonii"" are diploid and ""C. obliqua"" is either tetraploid or hexaploid."
196,"Polo (Persian: چوگان ""chogān"") is a team sport played on horseback. The objective is to score goals against an opposing team. Players score by driving a small white plastic or wooden ball into the opposing team's goal using a long-handled mallet. The traditional sport of polo is played on a grass field up to  by . Each polo team consists of four riders and their mounts."
197,"Ipomoea cairica is a species of morning glory which has many common names, including mile-a-minute vine, Messina creeper, Cairo morning glory, coast morning glory and railroad creeper. This vining perennial has palmate leaves and large, showy white to lavender flowers. Each fruit matures at about  cm across and contains hairy seeds."
198,"Winston-Salem State University (WSSU), a constituent institution of the University of North Carolina, is a historically black public research university located in Winston-Salem, North Carolina, United States. It is a member-school of the Thurgood Marshall College Fund. WSSU is an accredited university offering baccalaureate and graduate programs to a diverse student population."
199,"St Estevam is an Island in Ilhas, Goa, India. St Estevam is known also 'Juvem' and in the past was known as 'Shakecho Juvo' - the isle of vegetables - known for its long, seven-ridged, light green ladyfingers. Therefore the people of Juvem came to be nicknamed 'bhende'."
200,"PSR B+ is a pulsar with a period of . seconds and a pulse width of . seconds. Discovered by Jocelyn Bell Burnell and Antony Hewish on November , , it is the first discovered radio pulsar. The power and regularity of the signals were briefly thought to resemble an extraterrestrial beacon, leading the source to be nicknamed LGM- (for ""little green men"")."
201,"Phenazine is an organic compound with the formula (CH)N. It is a dibenzo annulated pyrazine, and the parent substance of many dyestuffs, such as the toluylene red, indulines, and safranines (and the closely related eurhodines). Phenazine crystallizes in yellow needles, which are only sparingly soluble in alcohol. Sulfuric acid dissolves it, forming a deep-red solution."
202,"PSR B+ is a pulsar with a period of . seconds and a pulse width of . seconds. Discovered by Jocelyn Bell Burnell and Antony Hewish on November , , it is the first discovered radio pulsar. The power and regularity of the signals were briefly thought to resemble an extraterrestrial beacon, leading the source to be nicknamed LGM- (for ""little green men"")."
203,Brahmachari (English: Celibate ) is a  black and white Marathi film. The film was directed by Master Vinayak and written by Pralhad Keshav Atre and starred Master Vinayak himself along with Meenakshi Shirodkar in lead roles. The film was a political satire targeted on the Hindu nationalist organization Rashtriya Swayamsevak Sangh. The film was also made in Hindi language.
204,"A pointe shoe is a type of shoe worn by ballet dancers when performing pointe work. Pointe shoes were conceived in response to the desire for dancers to appear weightless and sylph-like and have evolved to enable dancers to dance ""en pointe"" (on the tips of their toes) for extended periods of time. They are manufactured in a variety of colors, most commonly in shades of light pink."
205,"Skinheads USA: Soldiers of the Race War is a  HBO documentary film about a group of white power skinheads involved in the neo-Nazi movement in the Southern state of Alabama. The film featured the white supremacist Bill Riccio, the then leader of the Aryan Youth Front. Other Klan organizations were also featured."
206,"Navarretia is a genus of about  species of flowering plants related to the phloxes and the gilias. This is one genus of plants, among others, which are sometimes called pincushionplants. The inflorescence which bears the flowers is surrounded by frilly green bracts bearing soft spines, giving it the appearance of a pincushion. Several species are members of the vernal pool ecosystem."
207,"The University of Wollongong Titans (or UOW Titans) is an Australian rugby league football team based in Wollongong. The club are a part of Country Rugby League and competes in the Illawarra Rugby League premiership. The club plays out of University Oval, Wollongong. The Titans wear red, navy and white jerseys. An earlier team from the University of Wollongong were nicknamed the ""Books""."
208,Glinus is a genus of tropical and subtropical plants in the family Molluginaceae. Plants of this genus are sometimes called sweetjuice. They are squat annual herbs with fuzzy to hairy green herbage. The fruit is a capsule containing many kidney-shaped seeds. Some species are used as herbal remedies and some are eaten as food.
209,"PSR B+ is a pulsar with a period of . seconds and a pulse width of . seconds. Discovered by Jocelyn Bell Burnell and Antony Hewish on November , , it is the first discovered radio pulsar. The power and regularity of the signals were briefly thought to resemble an extraterrestrial beacon, leading the source to be nicknamed LGM- (for ""little green men"")."
210,"Phenazine is an organic compound with the formula (CH)N. It is a dibenzo annulated pyrazine, and the parent substance of many dyestuffs, such as the toluylene red, indulines, and safranines (and the closely related eurhodines). Phenazine crystallizes in yellow needles, which are only sparingly soluble in alcohol. Sulfuric acid dissolves it, forming a deep-red solution."
211,"Nocturna Artificialia is the first credited film directed and produced by the Brothers Quay, Timothy and Stephen. ""This British fraternal directing team is known for their avant-garde puppet films."" Rather than dialog, this film uses shadows and music to create the dream-like state of the main character and his journey on a red tram at night."
212,"Camassia cusickii, common name Cussick's camas, is a species of plant in the Asparagaceae family (subfamily Agavoideae). It is native to parts of North America. It has linear leaves with parallel venation and flowers in parts of three. The flowers are usually ice blue or baby blue in color, although they can be various shades of blue, cream and white."
213,"Rudolph the Red-Nosed Reindeer is a legendary reindeer, created by Robert Lewis May, usually depicted as a young fawn who barely has antlers, with a glowing red nose, popularly known as ""Santa's ninth reindeer."" When depicted, he is the lead reindeer pulling Santa's sleigh on Christmas Eve. The luminosity of his nose is so great that it illuminates the team's path through inclement winter weather."
214,"Johnny Allegro is a black and white  American film noir, starring George Raft, Nina Foch, Will Geer, and George Macready. An ex-gangster (Raft) working as a federal agent runs afoul of a crime lord (Macready) who enjoys hunting humans for sport. The picture was directed by Ted Tetzlaff and produced by Columbia Pictures."
215,"O Drakos (Greek: Ο Δράκος ; English: ""The Ogre of Athens"" or ""The Dragon"" or ""The fiend of Athens"") is a Greek black-and-white film, produced in , directed by Nikos Koundouros. It won the award for best movie – in the first Thessaloniki Film Festival. It also took part in the Venice Film Festival."
216,"Wallace Houston Terry, II (April ,  – May , ) was an African-American journalist and oral historian, best known for his book about black soldiers in Vietnam, ""Bloods: An Oral History of the Vietnam War"" (), which served as a basis for the  crime thriller ""Dead Presidents""."
217,"Camassia cusickii, common name Cussick's camas, is a species of plant in the Asparagaceae family (subfamily Agavoideae). It is native to parts of North America. It has linear leaves with parallel venation and flowers in parts of three. The flowers are usually ice blue or baby blue in color, although they can be various shades of blue, cream and white."
218,"Teeth is a  black comedy horror film written and directed by Mitchell Lichtenstein. The movie stars Jess Weixler and was produced by Lichtenstein on a budget of US$ million. The film premiered at the Sundance Film Festival on January , , and was distributed by Roadside Attractions for a limited release in the United States."
