color,sentence
yellow,"237. In the distance, the adventurers can see an archway of yellow and green, with running colours and an unpleasant appearance."
yellow,238. I walked through hardwood forest of very thick sugar maples and yellow birches.
green,1. He never lies but when the holly is green. 
green,2. The truth is always green.
green,"3. They that marry in green, their sorrow is soon seen. "
green,4. There was green scum over the pond.
green,5. The color of leaves is green in summer.
green,6. Green wood does not burn well.Sentence dictionary
green,"7. If you mix blue and yellow, you get green."
green,8. The walls were painted in two shades of green.
green,9. The suspect has dark hair and green eyes.
green,10. A small green snake slithered across the wet road.
green,"11. The room was painted white,with green shutters."
green,12. A hedge between keeps friendship green.
green,13. I should like to know Mr Green.
green,"14. Have green trees, have the pulse of the earth."
green,15. They painted the bathroom a yucky green colour.
green,16. The once - green fields were now uniformly brown.
green,17. Her colleagues were green with envy .
green,18. Mr. Green usually has a nap after lunch.
green,19. The house was painted green throughout.
green,20. The children don't eat enough green vegetables.
green,21. Behind the green house was a greenhouse.
green,"22. Earth is our home, you rely on green."
green,23. The sheep were grazing on the lush green pastures.
green,"24. Evidently, he has fallen in love with Miss Green."
green,25. In front of the hill are green fields.
green,"26. I mean the red one, not the green one."
green,27. The bathroom is decorated in green and yellow.
green,28. Those bananas aren't ripe yet - they're still green.
green,29. Behind the green house is a greenhouse.
green,30. They caught a glimpse of a dark green car.
green,31. Serve the lamb with new potatoes and green beans.
green,32. Mr Green is out of town this week.
green,33. Wait for the light to turn green .
green,34. The countryside is very green in spring.
green,35. A green banana is not ripe enough to eat.
green,36. Raw coffee beans are green in colour.
green,37. Their eyes sparked with green in the dark night.
green,38. Green teas are mostly from China or Japan.
green,39. The lawn is green and fresh.
green,40. Start crossing when the green WALK sign starts to flash.
green,41. It was the first time a Green politician and a Labour minister had shared a platform .
green,42. Dark green leaves are a good indication of healthy roots.
green,"43. Spring walked along with the shatter, in the summer threw over a body's green leaf to jump in the warm braw is walking."
green,44. She wore a bright green jogging suit with a white stripe down the sides.
green,45. Some parents were critical of attempts to indoctrinate children in green ideology.
green,46. The island is a small green dot on the map.
green,47. He was green with envy when he saw my new Jaguar car.
green,"48. The colours of the spectrum - red, orange, yellow, green, blue[sentencedict.com], indigo and violet - can be seen in a rainbow."
green,49. The Green candidate won over 3 000 of the 14 000 votes cast.
green,"50. first day of school, I know your new teacher. When I see you feel so warm, warm. In three years you will let us grow into a more sturdy trees. No matter whether I will be tall and straight trees, or low shrubs. Teacher, I will pay tribute to your life green. I hope our youth will always be with you the joy, Teacher's Day approaching, my dear teacher, I wish you good health and good luck!"
green,"51. He used to be a Liberal, but now he's a Green."
green,52. She was wearing a string of green beads round her neck.
green,53. They would live in a small house with a green door and a new thatch.
green,"54. The light that plays, like a naked child, among the green leaves happily knows not that man can lie."
green,"55. From majestic mountains and valleys of green to crystal clear waters so blue, this wish is coming to you."
green,"56. Were you acquainted with a friend of mine, Daniel Green?"
green,"57. From majestic mountains and valleys of GREen to crystal clear waters so blue, this wish is coming to you."
green,58. He's colour-blind and can't distinguish between red and green easily.
green,59. Some people find it difficult to discern blue from green.
green,60. Nicollette married Harry so she could get a green card.
green,61. The house is in a prominent position on the village green.
green,62. Germany's Green party was said to be the forerunner of environmental parties throughout Europe.
green,63. A green manure is a crop grown mainly to improve soil fertility.
green,64. The commanding officer is putting Sergeant Green in for the Victoria Cross.
green,65. He's been nominated by the Green Party as their candidate in the next election.
green,66. She wore a string of green glass beads around her neck.
green,"67. Tears are mailed to me the gift green,[http://sentencedict.com/green.html] address is not how happiness."
green,"68. I spotted a shooting star which, to my astonishment, was bright green in colour."
green,"69. There were huge cracks in the plaster, and the green shutters were faded."
green,70. The green covering on top of the water in the pond is algae.
green,"71. In summer, especially lush vegetation, holly leaves shiny shiny, elm tree with luxuriant foliage, give people put up a thick green shade."
green,72. Jean was extremely superstitious and believed the colour green brought bad luck.
green,73. There was a revolting green slime in between the bathroom tiles.
green,74. Their cottage was roofed with green slate.
green,75. The trees are clothed in green leaves.
green,76. He has just bought a set of green saucepans.
green,77. Green belt development is carefully regulated.
green,78. Chestnuts had burst out of their prickly green husks.
green,79. Dr Green was on her daily ward rounds.
green,80. The Green Party is dedicated to protecting the environment.
green,81. A Mrs Green is waiting to see you.
green,82. Willard is in sympathy with many Green Party issues.
green,83. The colour green has a restful effect.
green,84. The river twists and turns through the green fields.
green,85. The inner residential areas don't have many green spaces.
green,86. Green was cleared of all charges against him.
green,87. Cactus is a type of green desert plant.
green,88. The young man is still green at his job.
green,89. They are dancing on the green.
green,90. He saw a shiny green beetle on a leaf.
green,91. I called to see Mr. Green.
green,92. I packed your sunglasses with the green lenses.
green,93. The leaves vary from yellowish-green to dark green.
green,94. Yellow and green together make a pale green.
green,95. He is yet in green vigorous senility.
green,96. He peppered the ball across the green.
green,97. Mr Green is not in town/is out of town.
green,98. Green is much better than boring old white.
green,"99. In 1992,[http://Sentencedict.com] Green moved into video production."
green,100. Gently twist off the green stalks.
green,101. The color is yellow inclining to green.
green,102. The Green vote looks likely to increase again.
green,103. The hills are covered in lush green vegetation.
green,104. A small stream was mantled over with green mosses.
green,105. The lights changed from red to green.
green,106. Remove the green tops from the carrots.
green,107. We know he has a light green van.
green,108. Colour the icing with a little green food colouring.
green,109. His green eyes followed Cissy's every move.
green,110. The woodwork's green now. I preferred it blue.
green,111. Light green buds sprout from the trees in spring.
green,112. I like the green one least of all.
green,113. If you mix blue with yellow you get green.
green,114. Some green olives make a simple appetizer.
green,115. Many people do not eat enough green vegetables.
green,116. They painted the door a luminous green.
green,117. We painted the cabinets green to match the rug.
green,118. The leaves start off green but turn red later.
green,119. The green water splashed and foamed over the rocks.
green,120. The cloth looked slightly green in that light.
green,121. The green movement lacks effective representation in Parliament.
green,122. Mix yellow with blue to make green.
green,123. The box was red outside and green inside.
green,124. Pipe a little green icing around the strawberries.
green,125. The pond was full of mud and green slime.
green,126. During the 1980s the green movement gathered momentum. Sentencedict.com
green,127. The new trainees are still very green.
green,128. I left Sara in the shop drooling over a green silk dress.
green,129. There is a Green party but it only scored around about 10 percent in the vote.
green,130. People who are colour-blind usually get red and green mixed up.
green,131. The leaves are green on top and silvery on the underside.
green,132. The starter waved a green flag to indicate that the race would begin.
green,"133. Horizon Blue, Corn Yellow and Pistachio Green are just three of the vibrant colours in this range."
green,134. The green of your scarf tones in with your shoes.
green,"135. He did not have on his other lucky charm, a pair of green socks."
green,136. The town is in a delightful situation in a wide green valley.
green,137. The power of the Green movement in Germany has made that country a leader in the drive to recycle more waste materials.
green,138. The facade of the church is richly decorated in green and white marble.
green,"139. When he got back to the office, Green unloaded on his staff."
green,140. This ivy was green at a time when other ivies had pooped out.
green,141. It was a rough crossing and most of the passengers looked distinctly green.
green,"142. The disease was commonly referred to as ""the green sickness""."
green,143. Nursing mothers are advised to eat plenty of leafy green vegetables.
green,144. If you want to order a book fill in the green slip.
green,145. The government has decided to give the green light to the plan.
green,146. Ben's heading off to Spain for the week and I'm green with envy.
green,147. I finally ran Mr Green down in/to a house in the country.
green,148. The spelling mistakes in the text had been highlighted in green.
green,149. He is in the green and he can do the work well.
green,"150. You switch on, wait until the screen turns green, push in the disk and there you are!"
green,"151. When he saw a black shadow in the moon light, he was green about the gills."
green,152. Cairo has only thirteen square centimetres of green space for each inhabitant.
green,153. The Green Party hopes to put up more candidates in the next election.
green,154. The government has given the green light to Sunday trading.
green,155. We have long sympathized with the aims of the Green Party.
green,"156. With 18% of the votes, the Green Party now holds the balance of power in the national assembly."
green,157. Spring arrived and the first green leaves began to appear.
green,158. Did you perceive a red colour or a green one?
green,159. The master bedroom commands a view of rolling green hills.
green,"160. In a rip-off of the hit movie Green Card,[www.Sentencedict.com] Billy marries one of his students so he can stay in the country."
green,161. His first name is Tom and his surname is Green.
green,162. Prune the shrub heavily now and fresh green growths should appear in March and April.
green,"163. Before silos were invented, cows gave less milk during winter because they had no green grass to eat."
green,164. Wait until the traffic lights change from red to green.
green,165. This contract is between Mrs Green and Mr Quain .
green,166. It suddenly became fashionable for politicians to talk about green issues.
green,167. The trees have put on their new coats of green.
green,168. The recall of ambassador Alan Green was a public signal of America's concern.
green,169. The proposals have been given a broad welcome by green campaigners.
green,"170. Not content with rescuing one theatre, Sally Green has taken on another."
green,171. Green consumers should be wary of manufacturers' claims that their products are environmentally friendly.
green,172. She was dressed from head to foot in green velvet.
green,"173. Their church tells them it's wrong and, in fact, excommunicated Green years ago."
green,"174. He's got pink walls and a green carpet, which to my mind looks all wrong."
green,"175. The dress is a stunning creation in green, gold, and white."
green,"176. After the rains, the land was green with new growth."
blue,(1) True blue will never stain.
blue,(2) Blue are the hills that are far away. 
blue,(3) He is in his better blue clothes. 
blue,(4) The sky is not less blue because the blind man does not see it. 
blue,(5) The night deep dark blue eyes.
blue,"(6) If you mix blue and yellow, you get green."
blue,(7) The sky was blue and clean.
blue,(8) A blue vein throbbed in his forehead.
blue,"(9) She emerged from the sea, blue with cold."
blue,(10) She piped the skirt with blue silk.
blue,(11) Her hands were blue with cold.
blue,(12) There was mockery now in those piercing blue eyes.
blue,(13) I feel blue on rainy days.
blue,(14) I swapped my red scarf for her blue one.
blue,(15) A hawk hovered in the blue sky.
blue,(16) She embroidered silver stars on her blue dress.
blue,(17) Among the trees I caught a glint of blue.
blue,(18) The sky was pale blue.
blue,(19) The yellow curtains contrast with the blue bedcover.
blue,(20) The sky is bright blue.
blue,(21) The walls were besmeared with sticky blue paint.
blue,"(22) 'Red or blue?' 'I'll take one of each, please.'"
blue,(23) He was wearing faded blue jeans. Sentencedict.com
blue,(24) They were dressed alike in blue jersey and knickers.
blue,(25) Your hands are blue with cold.
blue,(26) The shorts had blue embroidery over the pockets.
blue,(27) The plates have a blue stripe round the edge.
blue,(28) I'd like to try on that blue wool coat.
blue,(29) The blue rug has faded over years.
blue,(30) I am cought between the devil and the deep blue sea. 
blue,(31) The story is just a blue moon.
blue,(32) They woke to a clear blue sky.
blue,(33) Peter decided on a blue sweater.
blue,(34) He dyed the dress blue.
blue,(35) The sky is quite blue and cloudless.
blue,(36) The man is dressed in blue.
blue,(37) I've got three identical blue suits.
blue,(38) She looked at me with piercing blue eyes.
blue,(39) I've been feeling kind of blue .
blue,(40) A clear atmosphere intensifies the blue of the sky.
blue,(41) He's partial to sporty women with blue eyes.
blue,(42) The sun glared out of the blue sky.
blue,(43) The blue files are used for storing old invoices.
blue,(44) A jet plane sheared the blue sky.
blue,(45) A single pale blue flower grows up from each joint on a long stalk.
blue,"(46) Life frustration, is the rainbow after the storm; life is suffering, there is sunshine after rain the sky looks blue."
blue,(47) Should I buy a red car or a blue car?
blue,(48) The news of his death was a bolt from the blue.
blue,(49) She was wearing dark blue pants and a white sweater.
blue,(50) Do you think the cream dress and the blue jacket go together?
blue,(51) The weather there can be a bit unpredictable - one minute it's blue skies and the next minute it's pouring down.
blue,(52) I got it wrong. It wasn't the red one but the blue one.
blue,(53) It will be more beautiful if you work some blue into the rug.
blue,(54) The mountain's snow-white peak was incandescent against the blue sky.
blue,"(55) These shirts come in three different colours: white,(sentencedict.com) pale blue and khaki."
blue,(56) A blue wisp of cigarette smoke curled in the air.
blue,(57) It was a summer afternoon. The clear blue sky was dotted with fluttering larks.
blue,(58) He had on a blue and white checked shirt and jeans.
blue,(59) The stern was embellished with carvings in red and blue.
blue,"(60) if you go away, i'll be blue. i'll miyou when you leave."
blue,(61) The collision between reality and faith to our young black and blue.
blue,(62) I think I'll commingle some of these blue flowers with the pink ones.
blue,(63) Blue suit and reddish - brown socks! He had fouled up again.
blue,(64) The woman put forward a red silk as well as a blue one for our inspection.
blue,"(65) Freddie was an angelic-looking child with blond curly hair, blue eyes and dimples."
blue,"(66) She wanted to buy the orange dress,but we persuaded her that the blue one was more becoming."
blue,(67) This kind of remark is guaranteed to light the blue touch paper with some Labour politicians.
blue,"(68) The colours of the spectrum - red, orange, yellow, green, blue, indigo and violet - can be seen in a rainbow."
blue,(69) He stared at me out of those washed-out blue eyes.
blue,"(70) After a hard climb, we were rewarded by a picture-postcard vista of rolling hills under a deep blue summer sky."
blue,(71) His humour is a bit too blue for my tastes.
blue,(72) The town police wear dark blue uniforms and flat caps.
blue,"(73) In July, blue sky, the Sun, the clouds like a fireball seems Sun Shaohua, also disappear."
blue,"(74) From majestic mountains and valleys of green to crystal clear waters so blue, this wish is coming to you."
blue,(75) She just looked at me with those big blue eyes of hers.
blue,(76) He noticed a man behind him in a blue Ford gesticulating to pull over.
blue,(77) Was this money a bolt from the blue or did you know you were going to get it?
blue,(78) Blackbirds' eggs are pale blue with brown flecks on them.
blue,"(79) From majestic mountains and valleys of GREen to crystal clear waters so blue, this wish is coming to you."
blue,(80) The sky was blue and the sun was shining .
blue,(81) The painting portrays a beautiful young woman in a blue dress.
blue,"(82) The sky is blue, white clouds very white, under the sun we were happy."
blue,(83) Some people find it difficult to discern blue from green.
blue,(84) The image of the woman popped into his head out of the blue.
blue,"(85) Olga did not win the all-round championship, the blue riband event."
blue,(86) A broken blue line means the course of a waterless valley.
blue,(87) She was wearing two blue silk ribbons in her hair.
blue,(88) The butterfly is black and white with a blue stripe running down each wing.
blue,(89) That kind of chance comes once in a blue moon.
blue,(90) The Blue Mosque at Isfahan is the most beautiful building I have ever seen.
blue,"(91) Wearing a blue skirt, microstrip wheat color skin looks so healthy, black hair like a waterfall vertically over the shoulders, with a reddish face."
blue,"(92) Visualize this thing that you want, see it, feel it, believe in it. Make your mental blue print, and begin to build."
blue,(93) He focused his blue eyes on her.
blue,(94) She looked really lovely in the blue dress.
blue,(95) She gazed at him with wide deep blue eyes.
blue,(96) He blew a ring of blue smoke.
blue,(97) Her dismissal came as a bolt from the blue.
blue,(98) She nearly always dresses in blue.
blue,"(99) Her eyes were a bright, cornflower blue."
blue,(100) He exchanged the black jacket for a blue one.
blue,(101) She wore a pale blue hat.
blue,"(102) He stared at me with blue, slightly protuberant eyes."
blue,(103) My hands were blue with cold.
blue,(104) The mother pinched her baby black and blue.
blue,(105) He wore a blue shirt open at the neck.
blue,(106) The boat sailed off into the blue.
blue,(107) She picked out a navy blue dress.
blue,(108) The spacious main bedroom is mainly blue.
blue,(109) Someone had sprayed blue paint over his car.
blue,(110) The blue sundress set off her long blonde hair.
blue,"(111) In modern Welsh, ""glas"" means ""blue""."
blue,(112) Can I wear this tie with my blue shirt?
blue,(113) She's got fair hair and blue eyes.
blue,(114) The material is yellow with blue swirls on it.
blue,(115) The bird vanished in a flash of blue.
blue,(116) There's a blue car out front.
blue,(117) The sun had faded the bright blue walls.
blue,(118) You're looking very nautical in your navy blue sweater.
blue,(119) He was blue over his dismissal.
blue,(120) My grandmother has a blue rinse every month.
blue,(121) Judy collects blue and white china.
blue,(122) The book had a blue cover.
blue,(123) White clouds swam in the blue sky.
blue,(124) I was dressed in a smart navy blue suit.
blue,(125) She arrived out of the blue.
blue,(126) Someone has flown off with my blue bag.
blue,"(127) Like Picasso, she too had a blue period."
blue,(128) He put the flowers in a wide-mouthed blue vase.
blue,(129) His arm was black and blue.
blue,(130) She was wearing a pair of tight blue jeans.
blue,(131) The child looked enchanting in a pale blue dress.
blue,(132) The flag is barred with red and blue ribbons.
blue,(133) She pulled on a pair of faded blue jeans.
blue,(134) If you mix blue with yellow you get green.
blue,(135) His blue eyes seemed to bore into her.
blue,"(136) The blue plaque said 'Charles Darwin, biologist, lived here'."
blue,(137) The sun rose higher in a clear blue sky.
blue,(138) Choose a blue mount for this picture.
blue,(139) She had long flowing locks and blue eyes.
blue,(140) That garbage can was belted with blue paint.
blue,(141) His blue eyes glittered with anger.
blue,(142) He talked a blue streak all through breakfast.
blue,(143) He was wearing blue jeans and checked shirt.
blue,(144) There were some patches of clear blue sky.
blue,(145) Blue veins showed through her translucent skin.
blue,(146) The message was printed in blue ink.
blue,(147) The lake sparkled with shades of blue and silver.
blue,(148) The sky was deep blue and starry.
blue,(149) I see her once in a blue moon.
blue,"(150) When the baby arrived,(http://sentencedict.com/blue.html) it was blue and distressed."
blue,(151) The bedroom walls would be painted light blue.
blue,(152) The flowers are pale blue in colour.
blue,(153) She messed up her new dress with blue ink.
blue,(154) He punched me until I was black and blue.
blue,(155) Please darken the blue paint with black paint.
blue,(156) I bought some blue dye yesterday.
blue,(157) They have light skin and blue eyes.
blue,(158) The blue colour totally killed the painting.
blue,(159) Blue suits you. You should wear it more often.
blue,(160) It's easily recognised by its bright blue tail feathers.
blue,(161) I haven't seen you in a blue moon.
blue,(162) His pale blue eyes peered anxiously at Vic.
blue,(163) The blue carpet goes with the gold curtains.
blue,(164) Mix yellow with blue to make green.
blue,"(165) She had fair hair, blue eyes and translucent skin."
blue,(166) She has streaky fair hair and blue eyes.
blue,(167) Blue blood flowed in the vein.
blue,"(168) The fabric is very dark blue, verging on black."
blue,(169) That shirt's a perfect match for your blue skirt.
blue,(170) Her skirt was blue with white dots.
blue,(171) Eddie wore blue jeans and a plaid shirt.
blue,(172) She began to scream blue murder .
blue,(173) She had blue eyes and light brown hair.
blue,"(174) She regarded him with wide,(www.Sentencedict.com) guileless blue eyes."
blue,(175) The sun was radiant in a clear blue sky.
blue,(176) You're looking blue.What's the matter?
blue,(177) The moors stretched away into the blue distance .
blue,(178) The white building was relieved against the blue sky.
blue,(179) She won a blue for rowing.
blue,(180) The blue eyes narrowed thoughtfully.
blue,(181) The teacher seems to be feeling rather blue today.
blue,(182) He was wearing a blue silk singlet and boxer shorts.
blue,(183) It was a lovely afternoon with a blue sky and a few fleecy white clouds.
blue,"(184) As the sun set, the sky shaded from blue to pink."
blue,(185) The snow - capped mountains stood out in sharp relief against the blue sky.
blue,(186) You can telephone her till you're blue in the face but she'll never come.
blue,(187) Anticyclones cause cloudless blue skies and high temperatures in summer.
blue,(188) Queen Mary started the fashion for blue and white china in England.
blue,(189) The Blue Note Quartet will be the guest artists tomorrow night.
blue,(190) There was a small patch of blue in the grey clouds.
blue,(191) He began cracking open big blue tins of butter cookies and feeding the dogs on his route.
blue,(192) The walls were splashed with patches of blue and purple.
blue,"(193) She was a shy, delicately pretty girl with enormous blue eyes."
blue,(194) Stephen is channelling his energies into a novel called Blue.
blue,(195) In the evenings a blue haze hung in the valleys.
blue,(196) The Beatles' Red and Blue compilations are issued on CD for the first time next month.
blue,"(197) Completely out of the blue, she got a letter from her long-lost cousin in New York."
blue,(198) There's no earthly reason for me to feel so blue.
blue,"(199) The plant grew everywhere, its stems wreathed with soft blue flowers."
blue,"(200) He was in his early forties, tall and blond with bright blue eyes."
blue,(201) The living room was painted in pastel shades of pink and blue.
blue,(202) Blue Funk's new hit has had good ratings in the charts.
blue,(203) The white plate is banded with a blue line round the edge.
blue,"(204) I like rich jewel colours, such as purple(sentence dictionary), blue and green."
blue,"(205) Orange flags stand out brightly, set against the blue sky."
blue,(206) The floors were bare adobe and the walls painted blue.
blue,(207) The designs are available in two colourways:red / grey or blue / grey.
blue,(208) The air was crisp and clear and the sky was blue.
blue,"(209) You can criticise him until you're blue in the face, but you'll never change his personality."
blue,(210) He was of medium height with blond hair and light blue eyes.
blue,(211) A blackbird's egg is blue with brown speckles on it.
blue,"(212) My blue coat is ten years old, it has seen better days."
blue,(213) He was rather elderly with grey hair and clear blue eyes.
blue,(214) One of them wrote to us out of the blue several years later.
blue,"(215) My new dress is pale blue, with a dark blue slash in the sleeves."
blue,(216) Only a tiny patch of blue was visible in the cloudy sky.
blue,(217) That blue racing car is a cinch to win the next race.
blue,"(218) There are a couple of fish with blue markings, and a few more with gold stripes down the side."
blue,(219) Join the blue wool onto the end of the gold pattern and work the same stitches into the back.
blue,"(220) Red flags stand out brightly, set against the blue sky."
blue,(221) He was wearing a stripy shirt and baggy blue trousers.
blue,"(222) As she passed the shop, her eye was got by a blue dress displayed in the window."
blue,"(223) Blue chip issues were sharply higher, but the rest of the market actually declined slightly by the end of the day."
blue,(224) His sudden death came as a bolt from the blue.
blue,(225) The mountains stood in sharp contrast to the blue sky.
blue,"(226) Her son, who left her more than thirty years ago, came out of the blue."
blue,"(227) One end is blue, one end is red, and the colours merge in the middle."
blue,(228) He's a classic Nordic type - tall with blond hair and blue eyes.
blue,"(229) I must move to a larger house or spend money extending this one; either will be expensive, so I'm between the devil and the deep blue sea."
blue,(230) The radiant smile and the sparkle in her blue eyes were the clear signs of a woman still deeply in love.
blue,(231) A jay emerged from the juniper bush in a flash of blue feathers.
blue,(232) The Yankees swept a four-game series from the Blue Jays.
blue,(233) The book's cover has white lettering on a blue background.sentencedict.com
blue,(234) The sky was a perfect blue - not a cloud in sight.
blue,"(235) It was a windy day, and small white clouds were scudding across the blue sky."
blue,(236) Blue skies are not a guarantee of continuing fine weather.
blue,"(237) In sharp contrast to her mood, the clouds were breaking up to reveal a blue sky."
blue,"(238) He drove off, leaving behind him a trail of blue smoke."
blue,"(239) He wore a plain blue shirt, open at the collar."
blue,"(240) You can argue till you're blue in the face, but you won't change my mind."
purple,1. The King was clothed in a purple gown.
purple,2. His face turned purple with rage.
purple,3. The plant has a brilliant purple flower.
purple,4. His face turned an unnatural shade of purple.
purple,5. There is a purple airway in London Airport.
purple,6. How beautiful the purple flower is!
purple,7. I like this purple raincoat.
purple,8. Her face was covered in purple blotches.
purple,9. Its large leaves often show a delicate purple tint.
purple,"10. Despite occasional patches of purple prose, the book is mostly clear and incisive."
purple,11. She had a purple dress on with a silver-white necklace.
purple,"12. 'Well, at least it's not purple,' she commented drily."
purple,13. She wore a dress of dark purple.
purple,14. The lamps all had matching purple shades.
purple,15. Purple is the in colour this spring.
purple,16. They crossed a field stippled with purple weeds.
purple,17. The sky was streaked yellow and purple.
purple,"18. Red, orange,(sentencedict.com) green and purple are all colours."
purple,19. She wore purple and green silk.
purple,"20. Purple, though beautiful, adds years to the age."
purple,21. His face was purple with rage.
purple,22. The children's fingers were stained purple with blackberry juice.
purple,23. Purple and yellow flowers peeped up between rocks.
purple,24. She was dressed in purple.
purple,25. She was wearing an unbecoming shade of purple.
purple,26. Enormous cloud formations formed a purple mass.
purple,27. His hands were purple with cold.
purple,28. He turned purple with rage.
purple,29. A large purple scar marked his cheek.
purple,30. She was arrayed in purple velvet.
purple,"31. The team has hit a purple patch, with nine wins from their last ten games."
purple,"32. The beast was a dragon, with great purple and green scales."
purple,"33. Have you get anything in the way of purple dacron, size 36?"
purple,"34. Pat was wearing an outrageous backless purple dress, so, not to be outdone, I put on my new gold and black trouser suit."
purple,35. The walls were splashed with patches of blue and purple.
purple,36. The priest wore a purple vestment to conduct the funeral services.
purple,"37. They painted the kitchen in bold colours - crimson, purple and blue."
purple,"38. I like rich jewel colours, such as purple, blue and green."
purple,39. He is in purple.
purple,"40. What do I think of your purple shoes? Well, they're certainly different."
purple,41. Steve's purple patch continued with a second victory on Tuesday.
purple,"42. The evening sky was deep pink, with tints of purple and red in it."
purple,43. His boots and purple beret identify him as commanding the Scottish Paratroops.
purple,44. You look very fetching in that hat with the purple dress.
purple,45. Those born to the purple are destined to live in the public eye.
purple,46. He plucked a purple grape from the bunch and popped it in his mouth.
purple,47. He was enjoying a purple patch and scored 11 goals in 14 games.
purple,"48. That flower in the garden, you know, the purple one, what is it?"
purple,49. A purple may be made by dyeing a blue over a red.
purple,"50. All shades of mauve, lilac, lavender and purple were fashionable."
purple,51. Who's that bozo in the purple shirt?
purple,52. The patient had purple blotches under his eyes.
purple,53. A purple finch sings ebulliently for hours.
purple,"54. Horizon purple, mid-sea blue, shore-sea green, lastly golden."
purple,"55. The heather, purple now, they went into ecstasies over."
purple,56. It has white flowers with a purple spot.
purple,"57. The colours were stunning: green, gold and purple."
purple,58. Protruding from his belly was an ugly purple scar.
purple,"59. She was bouncing around in a tent-like dress, patterned in psychedelic swirls of purple and brown."
purple,"60. Strong, striking classics - black, bottle green, red, charcoal grey, navy, purple and white."
purple,"61. Green and purple dotted the water, leaves bobbing like butterfly wings."
purple,62. The body was clothed in a purple gown and a silver pectoral cross winked in the flickering candle light.
purple,"63. People, young, old and indifferent, can have purple hair, swear at ballgames or give other motorists the finger."
purple,64. The skylight in the ceiling looked as if covered by a dark purple cloth.
purple,65. Between the moon and my see-through roof a purple storm was blowing the dust of some previous war into the waste spaces.
purple,"66. The bright light of Provence changed theatrically as the sky darkened to grey, then turned slate purple."
purple,67. The thickness change alters the path of reflected light to create a purple spot on a gold background.
purple,68. Ian and a friend bagged 90 cod in just two hours in one purple patch.
purple,"69. Brown headlands, ribbons of current,[sentencedict.com/purple.html] purple and turquoise waters clear as a flask all shivered and dazzled."
purple,70. Over east the yellow sun brimmed while along the western horizon the purple lip of night still clung.
purple,"71. The flowers are a subtle shade of pale green, rimmed in purple as the days go on."
purple,72. Daley turned purple and pounded his fist on the lecterns when he later denied the rumor.
purple,"73. Perhaps it was just purple eye-shadow lavishly applied, he decided eventually."
purple,"74. But every day we see more pastel patches of red, purple, yellow, and pale green of swelling buds."
purple,"75. Ahead of us we could see our ridge, standing clear of the cloud, brushed purple in the strange early light."
purple,76. I first noticed the purple blotches on my neck on Thursday.
purple,77. The Romans believed the amethyst prevented drunkenness and used to drink out of goblets studded with these purple gems.
purple,78. Dark brown duck best distinguished by white wing-bar and at close range by purple speculum.
purple,79. On the live Bishop the silver pectoral cross rose and fell on the purple cassock.
purple,"80. Purple Rain Prince's rock album, tailor-made for the best Elvis movie the cheeseburger never made."
purple,"81. A white candle jutted from each, three backed by thin purple banners and one by a banner of rose."
purple,"82. The first impression is of pink phlox, purple loosestrife, clematis, pelargoniums, roses and day lilies."
purple,"83. No purple mountain majesty there and no alabaster city, just waves of grain and the Co-op Elevator."
purple,84. His nails had cut purple crescents deep into her flesh.
purple,"85. The fields here were fringed with rowan trees, their bright red berries clashing horribly with the purple heather of late summer."
purple,"86. In species with variegated leaves the dorsal side is olive brown, light to dark red or deep purple."
purple,"87. Red noses, purple hands, hair bleached a premature white by anxiety and poverty."
purple,88. Beside the portrait was a carved cuckoo clock with green ivy and purple grapes growing around a green front door.
purple,"89. Cold extremities with hot head and back; face purple during congestion, high fever."
purple,"90. In winter it is given over to turnstones, purple sandpiper, oystercatchers and other shellfish-eating birds."
purple,"91. I stroke her lifeless cheek, and as I do the deep purple bruises seem to fade a little."
purple,"92. A girl with bare legs, black eyeshadow and purple lipstick?"
purple,"93. Agitatedly, it changed its spots from orange to blue to green and, finally, flushed perfectly purple."
purple,"94. They needed to put a little blue collar -- Carolina blue, if you will -- into all that pompous purple."
purple,"95. But while the upper edges of the thickening cloud were bright as polished brass, underneath they were a sullen purple."
purple,96. Grimm tugged a crumpled purple handful from his pocket and restored some shape to the hat.
purple,"97. Pierced ears, noses or eyelids, purple hair, long hair, no hair or a mohawk."
purple,"98. A low, scudding cloudbank was coming off the western horizon, purple with unshed rain."
purple,"99. Outside it slowly got darker, a gloomy purple descending on the car as it stood in the empty lot."
purple,100. The sun went all the way down and I was standing in the purple darkness.
purple,101. The leaves have a unique smell midway between eucalyptus and mint. Bright purple flowers.
purple,102. Great electrical bursts of dazzling blue and purple light explode behind copious amounts of dense smoke which obscures the entire stage.
purple,103. Today she's wearing a daring two-piece suit in bold purple and orange.
purple,104. The crystals dissolve in water to create a purple liquid.
purple,105. The taxi drew to a halt where a purple awning reached out to the edge of the pavement.
purple,"106. There could be a horse grazing in the field, but not the purple Chagall donkey."
purple,"107. Purple coneflower, a favored plant of summer, finds a second season in the dead of winter."
purple,"108. There are some 150 types of basil, including anise, lemon, cinnamon, mammoth, and purple varieties."
purple,"109. Autumn came and they picked bilberries on the mountain: tiny, purple fruit that stained their teeth and their clothes."
purple,110. Q: We purchased a purple potato tree and planted it where it gets sun most of the day.
purple,111. Perkin was so excited that he immediately stained some silk cloth a striking purple.
purple,112. The first birds are singing: I heard a mourning dove and a purple finch near the cabin this morning.
