,0
2559,"His face was very truculent, grey and massive, with black cavernous nostrils and circled by a scanty white fur"
2560,All the branches of the tall trees which lined the mall were gay with little light green leaves and the sunlight slanted through them on to the water
2561,"We pleased ourselves with the spectacle of Dublin’s commerce—the barges signalled from far away by their curls of woolly smoke, the brown fishing fleet beyond Ringsend, the big white sailing-vessel which was being discharged on the opposite quay"
2562,"I went to the stern and tried to decipher the legend upon it but, failing to do so, I came back and examined the foreign sailors to see had any of them green eyes for I had some confused notion"
2563,The sailors’ eyes were blue and grey and even black
2564,The only sailor whose eyes could have been called green was a tall man who amused the crowd on the quay by calling out cheerfully every time the planks fell:
2565,I watched him lazily as I chewed one of those green stems on which girls tell fortunes
2566,I saw that he had great gaps in his mouth between his yellow teeth
2567,"There was nothing he liked, he said, so much as looking at a nice young girl, at her nice white hands and her beautiful soft hair"
2568,"The other houses of the street, conscious of decent lives within them, gazed at one another with brown imperturbable faces"
2569,The space of sky above us was the colour of ever-changing violet and towards it the lamps of the street lifted their feeble lanterns
2570,"I kept her brown figure always in my eye and, when we came near the point at which our ways diverged, I quickened my pace and passed her"
2571,"The light from the lamp opposite our door caught the white curve of her neck, lit up her hair that rested there and, falling, lit up the hand upon the railing"
2572,"It fell over one side of her dress and caught the white border of a petticoat, just visible as she stood at ease"
2573,"I may have stood there for an hour, seeing nothing but the brown-clad figure cast by my imagination, touched discreetly by the lamplight at the curved neck, at the hand upon the railings and at the border below the dress"
2574,she heard his footsteps clacking along the concrete pavement and afterwards crunching on the cinder path before the new red houses
2575,Then a man from Belfast bought the field and built houses in it—not like their little brown houses but bright brick houses with shining roofs
2576,"Then she had to rush out as quickly as she could and do her marketing, holding her black leather purse tightly in her hand as she elbowed her way through the crowds and returning home late under her load of provisions"
2577,The white of two letters in her lap grew indistinct
2578,The station was full of soldiers with brown baggages
2579,"Through the wide doors of the sheds she caught a glimpse of the black mass of the boat, lying in beside the quay wall, with illumined portholes"
2580,"She set her white face to him, passive, like a helpless animal"
2581,"Their sympathy, however, was for the blue cars—the cars of their friends, the French"
2582,"Each blue car, therefore, received a double measure of welcome as it topped the crest of the hill and each cheer of welcome was acknowledged with smiles and nods by those in the car"
2583,"He was about twenty-six years of age, with a soft, light brown moustache and rather innocent-looking grey eyes"
2584,"At the control Ségouin had presented him to one of the French competitors and, in answer to his confused murmur of compliment, the swarthy face of the driver had disclosed a line of shining white teeth"
2585,The journey laid a magical finger on the genuine pulse of life and gallantly the machinery of human nerves strove to answer the bounding courses of the swift blue animal
2586,"His breeches, his white rubber shoes and his jauntily slung waterproof expressed youth"
2587,She wore a blue dress and a white sailor hat
2588,Her blue serge skirt was held at the waist by a belt of black leather
2589,"The great silver buckle of her belt seemed to depress the centre of her body, catching the light stuff of her white blouse like a clip"
2590,She wore a short black jacket with mother-of-pearl buttons and a ragged black boa
2591,"The ends of her tulle collarette had been carefully disordered and a big bunch of red flowers was pinned in her bosom, stems upwards"
2592,"Frank rude health glowed in her face, on her fat red cheeks and in her unabashed blue eyes"
2593,"After waiting for a little time he saw them coming towards him and, when they turned to the right, he followed them, stepping lightly in his white shoes, down one side of Merrion Square"
2594,He paused at last before the window of a poor-looking shop over which the words Refreshment Bar were printed in white letters
2595,A cut ham was exposed on a great blue dish while near it on a plate lay a segment of very light plum-pudding
2596,"He was a shabby stooped little drunkard with a white face and a white moustache and white eyebrows, pencilled above his little eyes, which were pink-veined and raw;"
2597,"Her eyes, which were grey with a shade of green through them, had a habit of glancing upwards when she spoke with anyone, which made her look like a little perverse madonna"
2598,Breakfast was over in the boarding house and the table of the breakfast-room was covered with plates on which lay yellow streaks of eggs with morsels of bacon-fat and bacon-rind
2599,Her white instep shone in the opening of her furry slippers and the blood glowed warmly behind her perfumed skin
2600,Her hopes and visions were so intricate that she no longer saw the white pillows on which her gaze was fixed or remembered that she was waiting for anything
2601,"His hands were white and small, his frame was fragile, his voice was quiet and his manners were refined"
2602,The half-moons of his nails were perfect and when he smiled you caught a glimpse of a row of childish white teeth
2603,"He looked about him, but his sight was confused by the shining of many red and green wine-glasses"
2604,"His eyes, which were of bluish slate-colour, relieved his unhealthy pallor and shone out plainly above the vivid orange tie he wore"
2605,"Little Chandler smiled, looked confusedly at his glass and bit his lower lip with three childishly white front teeth"
2606,Ignatius Gallaher turned his orange tie and slate-blue eyes full upon his friend
2607,A little lamp with a white china shade stood upon the table and its light fell over a photograph which was enclosed in a frame of crumpled horn
2608,She wore the pale blue summer blouse which he had brought her home as a present one Saturday
2609,The head itself was so pink and hairless it seemed like a large egg reposing on the papers
2610,"She was sitting beside his desk now in an aroma of perfumes, smoothing the handle of her umbrella and nodding the great black feather in her hat"
2611,"and she wore bright yellow gloves, reaching to the elbow"
2612,"and when, after a little time, she answered his gaze he admired still more her large dark brown eyes"
2613,"The curate, who was standing beside the table, nodded his red head towards the victor and said with stupid familiarity:"
2614,"In a few minutes the women began to come in by twos and threes, wiping their steaming hands in their petticoats and pulling down the sleeves of their blouses over their red steaming arms"
2615,When she got outside the streets were shining with rain and she was glad of her old brown waterproof
2616,He was a stout gentleman and he wore a brown hard hat;
2617,he had a square red face and a greyish moustache
2618,"a black iron bedstead, an iron washstand, four cane chairs, a clothes-rack, a coal-scuttle, a fender and irons and a square table on which lay a double desk"
2619,A bookcase had been made in an alcove by means of shelves of white wood
2620,The bed was clothed with white bedclothes and a black and scarlet rug covered the foot
2621,A little hand-mirror hung above the washstand and during the day a white-shaded lamp stood as the sole ornament of the mantelpiece
2622,The books on the white wooden shelves were arranged from below upwards according to bulk
2623,"In the desk lay a manuscript translation of Hauptmann’s Michael Kramer, the stage directions of which were written in purple ink, and a little sheaf of papers held together by a brass pin"
2624,"His face, which carried the entire tale of his years, was of the brown tint of Dublin streets"
2625,On his long and rather large head grew dry black hair and a tawny moustache did not quite cover an unamiable mouth
2626,The eyes were very dark blue and steady
2627,The cabbage began to deposit a cold white grease on his plate
2628,"The moist blue eyes blinked at the fire and the moist mouth fell open at times, munching once or twice mechanically when it closed"
2629,"He was a tall, slender young man with a light brown moustache"
2630,But Tricky Dicky’s little old father always had a tricky little black bottle up in a corner
2631,"His black clothes were tightly buttoned on his short body and it was impossible to say whether he wore a clergyman’s collar or a layman’s, because the collar of his shabby frock-coat, the uncovered buttons of which reflected the candlelight, was turned up about his neck"
2632,He wore a round hat of hard black felt
2633,"His face, shining with raindrops, had the appearance of damp yellow cheese save where two rosy spots indicated the cheekbones"
2634,He opened his very long mouth suddenly to express disappointment and at the same time opened wide his very bright blue eyes to express pleasure and surprise
2635,I think he’s what you call a black sheep
2636,One of them was a very fat man whose blue serge clothes seemed to be in danger of falling from his sloping figure
2637,"He had a big face which resembled a young ox’s face in expression, staring blue eyes and a grizzled moustache"
2638,"He would have had his Erin famed, The green flag gloriously unfurled, Her statesmen, bards and warriors raised Before the nations of the World"
2639,"His conversation, which was serious, took place at intervals in his great brown beard"
2640,"A few young men, wearing bright blue badges in their coats, stood idle in the vestibule;"
2641,"He was a little man, with a white vacant face"
2642,She noticed that he wore his soft brown hat carelessly on the side of his head and that his accent was flat
2643,"The bass, Mr Duggan, was a slender young man with a scattered black moustache"
2644,The women followed with keen eyes the faded blue dress which was stretched upon a meagre body
2645,Mr Holohan became very red and excited
2646,"While the point was being debated a tall agile gentleman of fair complexion, wearing a long yellow ulster, came from the far end of the bar"
2647,On the mantelpiece of this little office a little leaden battalion of canisters was drawn up and on the table before the window stood four or five china bowls which were usually half full of a black liquid
2648,Rather red face;
2649,"The light of the lamps of the church fell upon an assembly of black clothes and white collars, relieved here and there by tweeds, on dark mottled pillars of green marble and on lugubrious canvases"
2650,They sat well back and gazed formally at the distant speck of red light which was suspended before the high altar
2651,"A powerful-looking figure, the upper part of which was draped with a white surplice, was observed to be struggling up into the pulpit"
2652,"The priest’s figure now stood upright in the pulpit, two-thirds of its bulk, crowned by a massive red face, appearing above the balustrade"
2653,"Father Purdon knelt down, turned towards the red speck of light and, covering his face with his hands, prayed"
2654,His glossy black hair was parted in the middle and brushed in a long curve behind his ears where it curled slightly beneath the groove left by his hat
2655,"Her face, healthier than her sister’s, was all puckers and creases, like a shrivelled red apple, and her hair, braided in the same old-fashioned way, had not lost its ripe nut colour"
2656,"“He’s really an awful bother, what with green shades for Tom’s eyes at night and making him do the dumb-bells, and forcing Eva to eat the stirabout"
2657,"A red-faced young woman, dressed in pansy, came into the room, excitedly clapping her hands and crying:"
2658,"A picture of the balcony scene in Romeo and Juliet hung there and beside it was a picture of the two murdered princes in the Tower which Aunt Julia had worked in red, blue and brown wools when she was a girl"
2659,"His mother had worked for him as a birthday present a waistcoat of purple tabinet, with little foxes’ heads upon it, lined with brown satin and having round mulberry buttons"
2660,"She was a frank-mannered talkative young lady, with a freckled face and prominent brown eyes"
2661,She was a stout feeble old woman with white hair
2662,"A fat brown goose lay at one end of the table and at the other end, on a bed of creased paper strewn with sprigs of parsley, lay a great ham, stripped of its outer skin and peppered over with crust crumbs, a neat paper frill round its shin and beside this was a round of spiced beef"
2663,"two little minsters of jelly, red and yellow;"
2664,"a shallow dish full of blocks of blancmange and red jam, a large green leaf-shaped dish with a stalk-shaped handle, on which lay bunches of purple raisins and peeled almonds, a companion dish on which lay a solid rectangle of Smyrna figs, a dish of custard topped with grated nutmeg, a small bowl full of chocolates and sweets wrapped in gold and silver papers and a glass vase in which stood some tall celery stalks"
2665,"On the closed square piano a pudding in a huge yellow dish lay in waiting and behind it were three squads of bottles of stout and ale and minerals, drawn up according to the colours of their uniforms, the first two black, with brown and red labels, the third and smallest squad white, with transverse green sashes"
2666,While Gabriel and Miss Daly exchanged plates of goose and plates of ham and spiced beef Lily went from guest to guest with a dish of hot floury potatoes wrapped in a white napkin
2667,“Is it because he’s only a black?”
2668,"Midway down they were held up by Mary Jane, who replenished them with raspberry or orange jelly or with blancmange and jam"
2669,She herself said that it was not quite brown enough
2670,"“Well, I hope, Miss Morkan,” said Mr Browne, “that I’m brown enough for you because, you know, I’m all brown"
2671,The Wellington Monument wore a gleaming cap of snow that flashed westward over the white field of Fifteen Acres
2672,He was dressed in a long green overcoat with mock astrakhan cuffs and collar and wore on his head an oval fur cap
2673,He could not see her face but he could see the terracotta and salmon-pink panels of her skirt which the shadow made appear black and white
2674,Her blue felt hat would show off the bronze of her hair against the darkness and the dark panels of her skirt would show off the light ones
2675,A dull yellow light brooded over the houses and the river;
2676,"She was walking on before him with Mr Bartell D’Arcy, her shoes in a brown parcel tucked under one arm and her hands holding her skirt up from the slush"
2677,“They say you never cross O’Connell Bridge without seeing a white horse
2678,"“I see a white man this time,” said Gabriel"
2679,"If I went to a sculptor and blamed him for having painted the eye, which is the noblest feature of the face, not purple but black, he would reply:"
2680,"' 'Now I can well imagine a fool's paradise, in which everybody is eating and drinking, clothed in purple and fine linen, and potters lie on sofas and have their wheel at hand, that they may work a little when they please;"
2681,You know the way in which dyers first prepare the white ground and then lay on the dye of purple or of any other colour
2682,'The preparation of the Gospel of peace' soon becomes the red flag of Republicanism
2683,"One who deserved to be called a man of genius, a friend of my youth, was in the habit of wearing a black ribbon on his wrist, in order to remind him that, being liable to outbreaks of insanity, he must not give way to the natural impulses of affection:"
2684,"to whom the black earth brings forth Wheat and barley, whose trees are bowed with fruit, And his sheep never fail to bear, and the sea gives him fish"
2685,"You know, I said, that dyers, when they want to dye wool for making the true sea-purple, begin by selecting their white colour first;"
2686,"this they prepare and dress with much care and pains, in order that the white ground may take the purple hue in full perfection"
2687,"But, when the ground has not been duly prepared, you will have noticed how poor is the look either of purple or of any other colour"
2688,"Each of them equally appears a finger, whether seen in the middle or at the extremity, whether white or black, or thick or thin—it makes no difference;"
2689,"they, not knowing pleasure, err in contrasting pain with the absence of pain, which is like contrasting black with grey instead of white—can you wonder, I say, at this?"
2690,"these are the Fates, daughters of Necessity, who are clothed in white robes and have chaplets upon their heads, Lachesis and Clotho and Atropos, who accompany with their voices the harmony of the sirens—Lachesis singing of the past, Clotho of the present, Atropos of the future;"
2691,"Think, also, of the ladies of the land weaving toilet cushions against the last day, not to betray too green an interest in their fates!"
2692,"I have watered the red huckleberry, the sand cherry and the nettle tree, the red pine and the black ash, the white grape and the yellow violet, which might have withered else in dry seasons"
2693,"“What!” exclaimed the Indian as he went out the gate, “do you mean to starve us?” Having seen his industrious white neighbors so well off,—that the lawyer had only to weave arguments, and by some magic, wealth and standing followed, he had said to himself;"
2694,"Thinking that when he had made the baskets he would have done his part, and then it would be the white man’s to buy them"
2695,"Or I could refer you to Ireland, which is marked as one of the white or enlightened spots on the map"
2696,"floor this cellar with plank, and wainscot it overhead for a ceiling, raise a roof of spars clear up, and cover the spars with bark or green sods, so that they can live dry and warm in these houses with their entire families for two, three, and four years, it being understood that partitions are run through those cellars which are adapted to the size of the family"
2697,"In such a neighborhood as this, boards and shingles, lime and bricks, are cheaper and more easily obtained than suitable caves, or whole logs, or bark in sufficient quantities, or even well-tempered clay or flat stones"
2698,"Near the end of March, , I borrowed an axe and went down to the woods by Walden Pond, nearest to where I intended to build my house, and began to cut down some tall, arrowy white pines, still in their youth, for timber"
2699,"but for the most part when I came out on to the railroad, on my way home, its yellow sand heap stretched away gleaming in the hazy atmosphere, and the rails shone in the spring sun, and I heard the lark and pewee and other birds already come to commence another year with us"
2700,"One day, when my axe had come off and I had cut a green hickory for a wedge, driving it with a stone, and had placed the whole to soak in a pond hole in order to swell the wood, I saw a striped snake run into the water, and he lay on the bottom, apparently without inconvenience, as long as I stayed there, or more than a quarter of an hour;"
2701,"yet I usually carried my dinner of bread and butter, and read the newspaper in which it was wrapped, at noon, sitting amid the green pine boughs which I had cut off, and to my bread was imparted some of their fragrance, for my hands were covered with a thick coat of pitch"
2702,The yellow corn and turnips were too late to come to any thing
2703,"The expense of food for eight months, namely, from July th to March st, the time when these estimates were made, though I lived there more than two years,—not counting potatoes, a little green corn, and some peas, which I had raised, nor considering the value of what was on hand at the last date, was"
2704,"And pray what more can a reasonable man desire, in peaceful times, in ordinary noons, than a sufficient number of ears of green sweet-corn boiled, with the addition of salt?"
2705,"Being a microcosm himself, he discovers, and it is a true discovery, and he is the man to make it,—that the world has been eating green apples;"
2706,"to his eyes, in fact, the globe itself is a great green apple, which there is danger awful to think of that the children of men will nibble before it is ripe;"
2707,"the gray color and ruinous state of the house and barn, and the dilapidated fences, which put such an interval between me and the last occupant;"
2708,"but above all, the recollection I had of it from my earliest voyages up the river, when the house was concealed behind a dense grove of red maples, through which I heard the house-dog bark"
2709,"The upright white hewn studs and freshly planed door and window casings gave it a clean and airy look, especially in the morning, when its timbers were saturated with dew, so that I fancied that by noon some sweet gum would exude from them"
2710,"That way I looked between and over the near green hills to some distant and higher ones in the horizon, tinged with blue"
2711,"When my floor was dirty, I rose early, and, setting all my furniture out of doors on the grass, bed and bedstead making but one budget, dashed water on the floor, and sprinkled white sand from the pond on it, and then with a broom scrubbed it clean and white;"
2712,"The large buds, suddenly pushing out late in the spring from dry sticks which had seemed to be dead, developed themselves as by magic into graceful green and tender boughs, an inch in diameter;"
2713,"the tantivy of wild pigeons, flying by twos and threes athwart my view, or perching restless on the white-pine boughs behind my house, gives a voice to the air;"
2714,"sighs one on this side of the pond, and circles with the restlessness of despair to some new perch on the gray oaks"
2715,"Not even rats in the wall, for they were starved out, or rather were never baited in,—only squirrels on the roof and under the floor, a whippoorwill on the ridge pole, a blue-jay screaming beneath the window, a hare or woodchuck under the house, a screech-owl or a cat-owl behind it, a flock of wild geese or a laughing loon on the pond, and a fox to bark in the night"
2716,"When I return to my house I find that visitors have been there and left their cards, either a bunch of flowers, or a wreath of evergreen, or a name in pencil on a yellow walnut leaf or a chip"
2717,"unless it were in the spring, when at long intervals some came from the village to fish for pouts,—they plainly fished much more in the Walden Pond of their own natures, and baited their hooks with darkness,—but they soon retreated, usually with light baskets, and left “the world to darkness and to me,” and the black kernel of the night was never profaned by any human neighborhood"
2718,There can be no very black melancholy to him who lives in the midst of Nature and has his senses still
2719,"And yet it has not the blue devils, but the blue angels in it, in the azure tint of its waters"
2720,"For my panacea, instead of one of those quack vials of a mixture dipped from Acheron and the Dead Sea, which come out of those long shallow black-schooner looking wagons which we sometimes see made to carry bottles, let me have a draught of undiluted morning air"
2721,I should be proud to have for the motto of my cabin those lines of Spenser which one of my visitors inscribed on a yellow walnut leaf for a card:—
2722,"” He has a great bundle of white-oak bark under his arm for a sick man, gathered this Sunday morning"
2723,"a stout but sluggish body, yet gracefully carried, with a thick sunburnt neck, dark bushy hair, and dull sleepy blue eyes, which were occasionally lit up with expression"
2724,"He wore a flat gray cloth cap, a dingy wool-colored greatcoat, and cowhide boots"
2725,"but in the course of the summer it appeared by the arrowheads which I turned up in hoeing, that an extinct nation had anciently dwelt here and planted corn and beans ere white men came to clear the land, and so, to some extent, had exhausted the soil for this very crop"
2726,"There the sun lighted me to hoe beans, pacing slowly backward and forward over that yellow gravelly upland, between the long green rows, fifteen rods, the one end terminating in a shrub oak copse where I could rest in the shade, the other in a blackberry field where the green berries deepened their tints by the time I had made another bout"
2727,"Removing the weeds, putting fresh soil about the bean stems, and encouraging this weed which I had sown, making the yellow soil express its summer thought in bean leaves and blossoms rather than in wormwood and piper and millet grass, making the earth say beans instead of grass,—this was my daily work"
2728,” “Does he live there?” asks the black bonnet of the gray coat;
2729,"Near at hand, upon the topmost spray of a birch, sings the brown-thrasher—or red mavis, as some love to call him—all the morning, glad of your society, that would find out another farmer’s field if yours were not here"
2730,"That’s Roman wormwood,—that’s pigweed,—that’s sorrel,—that’s piper-grass,—have at him, chop him up, turn his roots upward to the sun, don’t let him have a fibre in the shade, if you do he’ll turn himself t’other side up and be as green as a leek in two days"
2731,"Plant the common small white bush bean about the first of June, in rows three feet by eighteen inches apart, being careful to select fresh round and unmixed seed"
2732,"It is a clear and deep green well, half a mile long and a mile and three quarters in circumference, and contains about sixty-one and a half acres;"
2733,"In clear weather, in summer, they appear blue at a little distance, especially if agitated, and at a great distance all appear alike"
2734,"The sea, however, is said to be blue one day and green another without any perceptible change in the atmosphere"
2735,"I have seen our river, when, the landscape being covered with snow, both water and ice were almost as green as grass"
2736,"Some consider blue “to be the color of pure water, whether liquid or solid"
2737,"Walden is blue at one time and green at another, even from the same point of view"
2738,"but near at hand it is of a yellowish tint next the shore where you can see the sand, then a light green, which gradually deepens to a uniform dark green in the body of the pond"
2739,"In some lights, viewed even from a hill-top, it is of a vivid green next the shore"
2740,"but it is equally green there against the railroad sand-bank, and in the spring, before the leaves are expanded, and it may be simply the result of the prevailing blue mixed with the yellow of the sand"
2741,"Like the rest of our waters, when much agitated, in clear weather, so that the surface of the waves may reflect the sky at the right angle, or because there is more light mixed with it, it appears at a little distance of a darker blue than the sky itself;"
2742,"and at such a time, being on its surface, and looking with divided vision, so as to see the reflection, I have discerned a matchless and indescribable light blue, such as watered or changeable silks and sword blades suggest, more cerulean than the sky itself, alternating with the original dark green on the opposite sides of the waves, which last appeared but muddy in comparison"
2743,"It is well known that a large plate of glass will have a green tint, owing, as the makers say, to its “body,” but a small piece of the same will be colorless"
2744,How large a body of Walden water would be required to reflect a green tint I have never proved
2745,"The water of our river is black or a very dark brown to one looking directly down on it, and, like that of most ponds, imparts to the body of one bathing in it a yellowish tinge;"
2746,"The shore is composed of a belt of smooth rounded white stones like paving stones, excepting one or two short sand beaches, and is so steep that in many places a single leap will carry you into water over your head;"
2747,"and of noticeable plants, except in the little meadows recently overflowed, which do not properly belong to it, a closer scrutiny does not detect a flag nor a bulrush, nor even a lily, yellow or white, but only a few small heart-leaves and potamogetons, and perhaps a water-target or two;"
2748,"The stones extend a rod or two into the water, and then the bottom is pure sand, except in the deepest parts, where there is usually a little sediment, probably from the decay of the leaves which have been wafted on to it so many successive falls, and a bright green weed is brought up on anchors even in midwinter"
2749,"Successive nations perchance have drank at, admired, and fathomed it, and passed away, and still its water is green and pellucid as ever"
2750,"This is particularly distinct to one standing on the middle of the pond in winter, just after a light snow has fallen, appearing as a clear undulating white line, unobscured by weeds and twigs, and very obvious a quarter of a mile off in many places where in summer it is hardly distinguishable close at hand"
2751,"The snow reprints it, as it were, in clear white type alto-relievo"
2752,"When the water is at its height, the alders, willows, and maples send forth a mass of fibrous red roots several feet long from all sides of their stems in the water, and to the height of three or four feet from the ground, in the effort to maintain themselves;"
2753,"and another, golden-colored, and shaped like the last, but peppered on the sides with small dark brown or black spots, intermixed with a few faint blood-red ones, very much like a trout"
2754,"Ducks and geese frequent it in the spring and fall, the white-bellied swallows (Hirundo bicolor) skim over it, and the peetweets (Totanus macularius) “teter” along its stony shores all summer"
2755,I have sometimes disturbed a fishhawk sitting on a white-pine over the water;
2756,"Paddling gently to one of these places, I was surprised to find myself surrounded by myriads of small perch, about five inches long, of a rich bronze color in the green water, sporting there, and constantly rising to the surface and dimpling it, sometimes leaving bubbles on it"
2757,"At length the wind rose, the mist increased, and the waves began to run, and the perch leaped much higher than before, half out of water, a hundred black points, three inches long, at once above the surface"
2758,"It was made of two white-pine logs dug out and pinned together, and was cut off square at the ends"
2759,"About fifteen years ago you could see the top of a pitch-pine, of the kind called yellow-pine hereabouts, though it is not a distinct species, projecting above the surface in deep water, many rods from the shore"
2760,"It was in the winter, and he had been getting out ice in the forenoon, and had resolved that in the afternoon, with the aid of his neighbors, he would take out the old yellow-pine"
2761,"Instead of the white lily, which requires mud, or the common sweet flag, the blue flag (Iris versicolor) grows thinly in the pure water, rising from the stony bottom all around the shore, where it is visited by humming birds in June;"
2762,"Sometimes I rambled to pine groves, standing like temples, or like fleets at sea, full-rigged, with wavy boughs, and rippling with light, so soft and green and shady that the Druids would have forsaken their oaks to worship in them;"
2763,"or to the cedar wood beyond Flint’s Pond, where the trees, covered with hoary blue berries, spiring higher and higher, are fit to stand before Valhalla, and the creeping juniper covers the ground with wreaths full of fruit;"
2764,"or to swamps where the usnea lichen hangs in festoons from the white-spruce trees, and toad-stools, round tables of the swamp gods, cover the ground, and more beautiful fungi adorn the stumps, like butterflies or shells, vegetable winkles;"
2765,"where the swamp-pink and dogwood grow, the red alder-berry glows like eyes of imps, the waxwork grooves and crushes the hardest woods in its folds, and the wild-holly berries make the beholder forget his home with their beauty, and he is dazzled and tempted by nameless other wild forbidden fruits, too fair for mortal taste"
2766,"such as the black-birch, of which we have some handsome specimens two feet in diameter;"
2767,"its cousin, the yellow birch, with its loose golden vest, perfumed like the first;"
2768,A puritan may go to his brown-bread crust with as gross an appetite as ever an alderman to his turtle
2769,"The other day I picked up the lower jaw of a hog, with white and sound teeth and tusks, which suggested that there was an animal health and vigor distinct from the spiritual"
2770,"I have water from the spring, and a loaf of brown bread on the shelf"
2771,My brown bread will soon be gone
2772,"There, in a very secluded and shaded spot, under a spreading white-pine, there was yet a clean, firm sward to sit on"
2773,"I had dug out the spring and made a well of clear gray water, where I could dip up a pailful without roiling it, and thither I went for this purpose almost every day in midsummer, when the pond was warmest"
2774,"There too the turtle-doves sat over the spring, or fluttered from bough to bough of the soft white-pines over my head;"
2775,"or the red squirrel, coursing down the nearest bough, was particularly familiar and inquisitive"
2776,"Looking farther, I was surprised to find that the chips were covered with such combatants, that it was not a duellum, but a bellum, a war between two races of ants, the red always pitted against the black, and frequently two red ones to one black"
2777,"The legions of these Myrmidons covered all the hills and vales in my wood-yard, and the ground was already strewn with the dead and dying, both red and black"
2778,"the red republicans on the one hand, and the black imperialists on the other"
2779,"The smaller red champion had fastened himself like a vice to his adversary’s front, and through all the tumblings on that field never for an instant ceased to gnaw at one of his feelers near the root, having already caused the other to go by the board;"
2780,"while the stronger black one dashed him from side to side, and, as I saw on looking nearer, had already divested him of several of his members"
2781,"In the mean while there came along a single red ant on the hill-side of this valley, evidently full of excitement, who either had despatched his foe, or had not yet taken part in the battle;"
2782,"then, watching his opportunity, he sprang upon the black warrior, and commenced his operations near the root of his right fore-leg, leaving the foe to select among his own members;"
2783,"Holding a microscope to the first-mentioned red ant, I saw that, though he was assiduously gnawing at the near fore-leg of his enemy, having severed his remaining feeler, his own breast was all torn away, exposing what vitals he had there to the jaws of the black warrior, whose breastplate was apparently too thick for him to pierce;"
2784,"They struggled half an hour longer under the tumbler, and when I looked again the black soldier had severed the heads of his foes from their bodies, and the still living heads were hanging on either side of him like ghastly trophies at his saddle-bow, still apparently as firmly fastened as ever, and he was endeavoring with feeble struggles, being without feelers and with only the remnant of a leg, and I know not how many other wounds, to divest himself of them;"
2785,"that she was of a dark brownish-gray color, with a white spot on her throat, and white feet, and had a large bushy tail like a fox;"
2786,Did not his white breast enough betray him?
2787,"His white breast, the stillness of the air, and the smoothness of the water were all against him"
2788,"When compelled to rise they would sometimes circle round and round and over the pond at a considerable height, from which they could easily see to other ponds and the river, like black motes in the sky;"
2789,"It was very exciting at that season to roam the then boundless chestnut woods of Lincoln,—they now sleep their long sleep under the railroad,—with a bag on my shoulder, and a stick to open burrs with in my hand, for I did not always wait for the frost, amid the rustling of leaves and the loud reproofs of the red-squirrels and the jays, whose half-consumed nuts I sometimes stole, for the burrs which they had selected were sure to contain sound ones"
2790,I had often since seen its crimpled red velvety blossom supported by the stems of other plants without knowing it to be the same
2791,"Already, by the first of September, I had seen two or three small maples turned scarlet across the pond, beneath where the white stems of three aspens diverged, at the point of a promontory, next the water"
2792,"As my bricks had been in a chimney before, though I did not read the name of Nebuchadnezzar on them, I picked out as many fire-place bricks as I could find, to save work and waste, and I filled the spaces between the bricks about the fire-place with stones from the pond shore, and also made my mortar with the white sand from the same place"
2793,"Yet I passed some cheerful evenings in that cool and airy apartment, surrounded by the rough brown boards full of knots, and rafters with the bark on high overhead"
2794,"I had the previous winter made a small quantity of lime by burning the shells of the Unio fluviatilis, which our river affords, for the sake of the experiment;"
2795,"and, for wrecks, it is strewn with the cases of cadis worms made of minute grains of white quartz"
2796,"I sometimes used to cast on stones to try the strength of the ice, and those which broke through carried in air with them, which formed very large and conspicuous white bubbles beneath"
2797,"But as the last two days had been very warm, like an Indian summer, the ice was not now transparent, showing the dark green color of the water, and the bottom, but opaque and whitish or gray, and though twice as thick was hardly stronger than before, for the air bubbles had greatly expanded under this heat and run together, and lost their regularity;"
2798,"With axe and shovel you explore this mine, and follow the marrowy store, yellow as beef tallow, or as if you had struck on a vein of gold, deep into the earth"
2799,"Hard green wood just cut, though I used but little of that, answered my purpose better than any other"
2800,"The moles nested in my cellar, nibbling every third potato, and making a snug bed even there of some hair left after plastering and of brown paper;"
2801,"One black chicken which the administrator could not catch, black as night and as silent, not even croaking, awaiting Reynard, still went to roost in the next apartment"
2802,"some pitch-pine or gnarled oak occupies what was the chimney nook, and a sweet-scented black-birch, perhaps, waves where the door-stone was"
2803,"But no weather interfered fatally with my walks, or rather my going abroad, for I frequently tramped eight or ten miles through the deepest snow to keep an appointment with a beech-tree, or a yellow-birch, or an old acquaintance among the pines;"
2804,"One afternoon I amused myself by watching a barred owl (Strix nebulosa) sitting on one of the lower dead limbs of a white-pine, close to the trunk, in broad daylight, I standing within a rod of him"
2805,"A blue-robed man, whose fittest roof is the overarching sky which reflects his serenity"
2806,"Usually the red squirrel (Sciurus Hudsonius) waked me in the dawn, coursing over the roof and up and down the sides of the house, as if sent out of the woods for this purpose"
2807,"All day long the red squirrels came and went, and afforded me much entertainment by their manœuvres"
2808,"They are not green like the pines, nor gray like the stones, nor blue like the sky;"
2809,At first it looked like a vast blue fort or Valhalla;
2810,"Like the water, the Walden ice, seen near at hand, has a green tint, but at a distance is beautifully blue, and you can easily tell it from the white ice of the river, or the merely greenish ice of some ponds, a quarter of a mile off"
2811,"I have noticed that a portion of Walden which in the state of water was green will often, when frozen, appear from the same point of view blue"
2812,"Perhaps the blue color of water and ice is due to the light and air they contain, and the most transparent is the bluest"
