color,sentence
lime,Lemon and lime leaves distinguish a balloony Louis van Houtts elm.
lime,Both the Key lime pie and cappuccino hazelnut cake were yummy.
lime,"In another small bowl, combine the lime juice and tequila."
lime,The stir-fried noodles sorely needed lime and hot pepper.
lime,Add about half the remaining lime juice to coconut milk mixture.
lime,Work in lime juice and oil to form a smooth paste.
lime,The rounded fiberboard bed platform was painted a soft lime green.
lime,Bunce had to be coaxed into painting the bed lime green.
lime,"Sprinkled with lime juice and chili powder, they are delicious."
lime,It's difficult to see lime in a sentence .
gray,"Gray Kunz, the chef at Lespinasse, sympathized with him."
gray,Can the great gray colt run a mile and a quarter?
gray,Dogs primarily see in shades of gray rather than in color.
gray,"That's why they taste like soft, gray rubber."
gray,The gray granite museum is to cost about $ 15 million.
gray,"It was pure black and white, not gray-scale."
gray,They also said he was dressed in a gray business suit.
gray,"He sees blue, black, gray and a zinc green."
gray,"The cool, gray day gave bass a sense of security."
gray,"The golden locks are still there, streaked now with gray."
gray,It's difficult to see gray in a sentence .
gray,"Which, Ms . Gray concedes, were initially hard won."
gray,"The polls say otherwise, giving the edge to Gray Davis."
gray,"You get a lot of gray hair working in these barns,"
gray,"It might place the main job in jeopardy, Gray said."
gray,He accepted an invitation to play in the Blue Gray game.
gray,"His designs favor somber shades of gray, green and brown."
gray,And there is a hint of black magic surrounding the gray.
gray,Gray reigns ( check out Harrison Ford and Michael Douglas ).
gray,"But now I walk among the bones, in gray peace."
gray,"I arrived with gray, silent, sober, oppressed paintings."
gray,"Civil rights is in fragile condition in America, Gray said."
gray,Also never noticed what a pleasant shade of gray it is.
gray,"She walked haltingly, long gray hair flowing over her shoulders."
gray,A wayward child gives his mother a few more gray hairs.
gray,"The cause was AIDS, said Steven Gray, his companion."
gray,"In Crayon-colored Disneyland, there are no gray areas."
gray,"Can be tan, yellow, gray, brown or black."
gray,"She also has a gray plaid, with a velvet color."
gray,Up ahead were strange-looking houses with gray mansard roofs.
gray,"Gray, while conceding that "" at least,"""
gray,It's difficult to see gray in a sentence .
gray,Maybe it's the touches of gray at his temples.
gray,"Tinted, black can be turned into many interesting gray tones."
gray,Gingrich's cap of gray hair was in the lead.
gray,"Other films have included "" Gray Lady Down,"""
gray,"When riding the great gray, Sherry Potter becomes the clay."
gray,"When the money is up, I take the gray horse,"
gray,Allen Gray is still waiting for his wife to come home.
gray,"Or like Malcolm Gray in "" Antproof Case,"""
gray,"You'll still have wrinkles and gray hair ."""
gray,"""It's not just to mask the gray."
gray,"They all look the same, mostly gray, very dull,"
gray,"It can be any color except white, gray or green."
gray,Its slate-gray cliffs rose from the wild Columbia River.
gray,"Its architecture is gray and stolid, its cathedral soaring Gothic."
gray,And none of it falls into any subtle shade of gray.
gray,Now the ceiling under the roof is showing a gray area.
gray,"The train was packed, despite a wet, gray day."
gray,But I think there are some areas that are pretty gray.
gray,That folder will turn gray when the program is positioned correctly.
gray,"Imagine gay men counting gray hairs, not T-cells."
gray,It's difficult to see gray in a sentence .
violet,"The yellow violets were "" coming out nicely,"""
violet,"_Violets mean "" I return your love ."""
violet,"We have a world of dandelions, violets and creeping Charlie."
violet,"Mint leaves, candied lemon peel or candied violets for garnish."
violet,The mother carried in both hands potted African violets from home.
violet,"He was the associate producer of "" Violet ."""
violet,A : Try bone meal to encourage your violets to bloom.
violet,"We tend her African violets ( OK, we try )."
violet,Light is a prerequisite to year-round African violet blooms.
violet,Violet Amirault died of cancer at age 74 in September 1997.
violet,It's difficult to see violet in a sentence .
violet,One cultivated an interest in caged birds; another grew violets.
violet,Violet Rose was a crack researcher with an uncanny technical instinct.
violet,He picked up the phone and dialed Violet's extension.
violet,"Violet stayed at the condo with Max, who was dizzy."
violet,Violet had arrived early to help Max get the place ready.
violet,"""Don't keep me in suspense, Violet."
violet,Max and Violet get closer to Glaber's true identity.
violet,Violets are difficult to germinate and slow to grow from seed.
violet,"In the pits, the water is the color of violets."
violet,"Violet, it was suggested, seems a very Bowlesian color."
violet,"VIOLETS ARE BLUE, by James Patterson . ( Little Brown,"
violet,"Violet fixed salad, baked potatoes and buffalo wings for dinner."
violet,"After breakfast, I will have my ritual conversation with Violet."
violet,"Lewis'mother, Violet Blake, was not so sure."
violet,"His wife, the former Violet Clifford, died last year."
violet,But there's a problem with Violet's xenophobia.
violet,Both Violet and Tom Jones said Henderson had several different hobbies.
violet,The actor had won a temporary order against biographer Bernard Violet.
violet,Angels and the Virgin Mary were often portrayed wearing violet robes.
violet,Cobalt lithium phosphate is a saturated lighter-valued bluish violet.
violet,It's difficult to see violet in a sentence .
violet,All other light-stable violet pigments are dull by comparison.
violet,"Violet, as it brightens, looks more and more blue."
violet,It is the violet pigment most commonly used today by artists.
violet,Violet was born into a working-class family from Leeds.
violet,It is an important precursor to dyes such as crystal violet.
violet,They were dark red or violet and embroidered with gold thread.
violet,She often acts motherly towards Benny and Violet and even Henry.
violet,The fastest rate of learning was when violet light was rewarded.
violet,"Thus, in 1933, the Violet Crumble bar was created."
violet,Violet asks if he will go with her and her family.
violet,There are other lilac flowers that are colored red-violet.
violet,"Violet, realizing his plan is foolish, agrees to help."
violet,"He was succeeded as editor by his sister, Violet Milner."
violet,La Leche League recommends gentian violet for thrush on the nipple.
violet,"During their recovery, Violet and Titus begin a romantic relationship."
violet,Violet Armin ( Ruth ) died in 2008 in her sleep.
violet,He played college baseball and college basketball for the NYU Violets.
violet,The males also show a violet color as they grow older.
violet,Sean supports both Violet and Jamie when Violet ends their relationship.
violet,Sean supports both Violet and Jamie when Violet ends their relationship.
violet,It's difficult to see violet in a sentence .
cyan,"The colors then repeat : yellow, cyan, and magenta."
cyan,"The Columbia TriStar Domestic Television and Cyan, but never materialized."
cyan,"In 2006, the filmmakers sent a DVD proposal to Cyan."
cyan,"MMEJ for summary ), and are also shown in cyan."
cyan,"During the World of Ruin, Cyan sequesters himself atop Mt."
cyan,Booth went on to guest on a number of Cyan albums.
cyan,Hence the cyan ink survives longer than the magenta and yellow.
cyan,To coincide with the release of the red and cyan glasses.
cyan,"""I like the Alissa Cyan, "" she said."
cyan,"In X11 colors, this color is called both cyan and aqua."
cyan,It's difficult to see cyan in a sentence .
cyan,"When Cyan began development, developing believable characters was a major hurdle."
cyan,The sRGB gamut is lacking in cyan-green hues.
cyan,It is shown in cyan for just one of them.
cyan,Cyan Worlds mentioned nothing of the game before its release.
cyan,"Below that, in cyan, is the current value."
cyan,By now Cyan fans were eager for more new material.
cyan,"When blue and green combine, the result is cyan."
cyan,"See also Cyan 21 : 58, 15 Dec 2003 ( UTC)"
cyan,Red / cyan 3D glasses were sold exclusively by a hypermarket chain.
cyan,"CMYK stores ink values for cyan, magenta, yellow and black."
cyan,"Process donors include cyan, magenta, yellow and black."
cyan,The track is white with cyan rails while the supports are grey.
cyan,"It has one cyan, two yellow, and one magenta element."
cyan,"Besides, why did you paint a cell containing 64 in cyan?"
cyan,"When Ultraman first appeared, his, was a rich cyan color."
cyan,"That method of communication appeared clear and obvious to Cyan, at least."
cyan,Cyan stated that there were not enough projected subscribers to support the service.
cyan,Cyan staff were re-hired and production of new Uru content began.
cyan,"Just as the email is sent, Cyan and Wynn enter the room."
cyan,"Not every "" cyan "" looks exactly the same."
cyan,It's difficult to see cyan in a sentence .
cyan,Cyan also had a predisposition to difficulty with technology.
cyan,"After that, he is rightful ruler of Cyan."
cyan,"Soon after, Cyan learns that Kokoro had recovered but is moving away."
cyan,"Kokoro promises to visit Cyan, and Cyan returns to his new friends."
cyan,"Kokoro promises to visit Cyan, and Cyan returns to his new friends."
cyan,She along with Cyan and Wanda return to Earth.
cyan,"The different colors were blue, red, green, cyan and yellow."
cyan,All four incorporate Fuji's 4th cyan layer for improved colour rendition.
cyan,Red / cyan 3D glasses were sold with magazines.
cyan,"Also, use the words red and cyan instead of the hexidecimal codes."
cyan,There's several unmoving cyan lines radiating outward.
cyan,"Magenta is the bisquare robust fit, cyan is the least squares fit."
cyan,A pleasant breeze blew across his gray pants and his cyan T-shirt.
cyan,The game took two years to develop and was Cyan's largest project.
cyan,Elsewhere the colours used for it were mostly a combination of cyan and white.
cyan,This could imply that the party is traveling through Cyan's memories themselves.
cyan,"Their colours are blue or cyan and white, inspired by the Greek flag."
cyan,"In Ontario, Canada, what might a cyan-coloured liscense plate signify?"
cyan,"Shocked by this he gives the amulet to Cyan, undoing the apocalypitc future."
cyan,The middle two have cyan thread on them.
cyan,It's difficult to see cyan in a sentence .
magenta,I'd never heard a hickey described as magenta before.
magenta,Blue denim upholstery with magenta walls and chartreuse draperies can work.
magenta,"Roman candles sputtered fiery balls of orange, green and magenta."
magenta,It is those little yellow-and-magenta radiation signs.
magenta,Another picture from the Canary Islands liberally uses red and magenta.
magenta,Flower colors range from white through yellow and red to magenta.
magenta,"Yellow denotes disulfide bonds, and magenta spheres are zinc ions."
magenta,It is notable as the site of the Battle of Magenta.
magenta,"The colors then repeat : yellow, cyan, and magenta."
magenta,In September 2005 ICARE became a Magenta Foundation-only project.
magenta,It's difficult to see magenta in a sentence .
magenta,It was September 1859; Magenta had been fought 4 June.
magenta,"The standard colours are green, magenta, orange and blue."
magenta,The album has a much darker edge than previous Magenta albums.
magenta,"In 2006, Magenta was reinforced with the bassplayer Daniel Hill."
magenta,The flowers are generally bright pink to magenta with yellow anthers.
magenta,Hence the cyan ink survives longer than the magenta and yellow.
magenta,It is green to magenta in color and non-aromatic.
magenta,This is a trailing vine with hairy magenta to yellow flowers.
magenta,Psychedelic purple is the color halfway between electric purple and magenta.
magenta,Flowers are magenta with yellow to magenta anthers and white styles.
magenta,Flowers are magenta with yellow to magenta anthers and white styles.
magenta,Miss Whitestone enters the scene in a magenta coat dress.
magenta,"Later, he has sprouted an Afro with a streak of magenta."
magenta,"Paint'em red, purple, magenta, tangerine."
magenta,"Because it is often greenish, a magenta filter may correct it."
magenta,Magenta is the birthplace of St . Gianna Beretta Molla.
magenta,"Magenta dots, for example, are widely spaced to create pink."
magenta,"Therefore, a green image will produce a magenta afterimage."
magenta,"Fuchsia is usually more purplish color, whereas magenta is more reddish."
magenta,The flowers are stalkless with magenta petals and black anthers.
magenta,It's difficult to see magenta in a sentence .
magenta,"In my camera, IR has a ugly magenta hue."
magenta,"When red and blue combine, the result is magenta."
magenta,The flowers range from pale purple to deep purple magenta.
magenta,Magenta was discovered by Emmanuel Verguin in 1858 while researching aniline dyes.
magenta,"CMYK stores ink values for cyan, magenta, yellow and black."
magenta,The defining hydrogen bond is shown as a magenta line.
magenta,"Process donors include cyan, magenta, yellow and black."
magenta,Magenta meant the most dangerous level of combustible gas intrusion.
magenta,The flowers are long and may be yellow or magenta in color.
magenta,"It has one cyan, two yellow, and one magenta element."
magenta,"Visually, GJ 504 b would have a magenta color."
magenta,The forewings are brown with a magenta tinge in the marginal area.
magenta,Flowers are magenta-rose with crimson flecks and blotch at base.
magenta,A magenta cape and a tiara over a pinup-style magenta bikini?
magenta,A magenta cape and a tiara over a pinup-style magenta bikini?
magenta,Certain colors like magenta and blue are brought out.
magenta,This beautiful magenta puree is a perfect accompaniment for roasted meat or poultry.
magenta,"It looks beautiful, too, with its deep magenta drizzle of sauce."
magenta,"Think bright colors like teal, magenta or red."
magenta,Magenta and Dr . Frank-N-Furter get into an argument.
magenta,It's difficult to see magenta in a sentence .
khaki,Mailer's wearing a blue plaid shirt and some khakis.
khaki,Khakis and polo shirts are the worst offenders in some minds.
khaki,Levi Strauss placed khaki pants under plastic shields at bus shelters.
khaki,"He was wearing khakis, a blue polo shirt and sneakers."
khaki,"And pair Lilly shirts with jeans, khakis or white trousers."
khaki,"On the job, dad wears khaki shorts and tube socks."
khaki,Khakis date to mid-18th century British armies and colonialism.
khaki,There's khaki voluntary uniforms of information-age workers.
khaki,Khakis and an untucked oxford shirt took the title for men.
khaki,And why pink ? ) Remarkably boring when worn with khakis.
khaki,It's difficult to see khaki in a sentence .
khaki,Shopping for couture is nothing like buying khakis at the mall.
khaki,"He wore a Bengals coaching shirt, khaki slacks and sneakers."
khaki,He also wants a pair of Gap cargo pants in khaki.
khaki,Gailey is khaki pants and a button-down oxford shirt.
khaki,_Geek : Wear khaki pants with a white dress shirt.
khaki,GAP : What is it about khaki slacks that inspired creativity?
khaki,She motions to her baggy sweater and loose-fitting khakis.
khaki,"There's no reason to bid on khakis ."""
khaki,And they are certainly more exciting than wearing black or khaki.
khaki,Ralph Lauren manufactures an upholstery fabric in khaki-tone hemp.
khaki,"He wears a nondescript brown pinstriped shirt, khakis and loafers."
khaki,Usually the Iraqis wear green khaki uniforms or somber business suits.
khaki,She walked into the apartment wearing a black sweater and khakis.
khaki,Smart casual : khakis with a pleat and an obvious logo.
khaki,Khakis matched the dot-com euphoria of the late 1990s.
khaki,A silver badge shone above a pocket of his khaki shirt.
khaki,There were khaki-garbed schoolgirls with white gloves and rifles.
khaki,His khaki field cap is fading and cracking around the edges.
khaki,"Montt said, alluding to guerrilla green and army khaki uniforms."
khaki,Enter khaki-short attendants who put him on the stretcher.
khaki,It's difficult to see khaki in a sentence .
khaki,Now his daily wardrobe is a khaki-colored prison uniform.
khaki,"McKinnon backed her up, producing a pair of replacement khakis."
khaki,The man in khaki shorts said he was a gun salesman.
khaki,They wear short-sleeve khaki shirts and light canvas caps.
khaki,Inmates must wear prison-issued khaki trousers and green shirts.
khaki,"For the Khaki election Nov 1900, Long won Bristol South."
khaki,"Originally, both "" mod鑜e 47 "" were issued in khaki."
khaki,"Trousers were permitted to be navy, khaki, or denim."
khaki,The Marine Police wore a white version of the khaki uniform.
khaki,"The uniform is a military type, usually in khaki color."
khaki,They are in khaki uniform as opposed the hated Kitchener blue.
khaki,Many MPs who were serving in the Army attended in khaki.
khaki,Business shoes don't go with casual khaki pants.
khaki,Do I stick with the usual khaki-and-sweater look?
khaki,I could practically hear his calves boasting sinew beneath carefully creased khakis.
khaki,"But now you can talk him into khakis, a nice"
khaki,"2 pairs of pants ( one denim, one khaki)"
khaki,"2 skirts ( one broomstick, one denim or khaki)"
khaki,"3 pairs of pants ( denim, khaki and black)"
khaki,"The photographs show him grinning, in a khaki shirt and pants."
khaki,It's difficult to see khaki in a sentence .
